,As Home,As Visitor,Home Score,Visitor Score,Home Team,Visitor,Wins,Score Difference
13765,Pac-12,Mountain West,34.0,3.0,Oregon State,Boise State,Pac-12,31.0
13766,Pac-12,Mountain West,26.0,24.0,Oregon State,Boise State,Pac-12,2.0
13767,Pac-12,Mountain West,30.0,27.0,Oregon State,Boise State,Pac-12,3.0
13768,Pac-12,Mountain West,32.0,37.0,Oregon,Boise State,Mountain West,5.0
13769,C-USA,Mountain West,14.0,17.0,North Texas,Boise State,Mountain West,3.0
13770,C-USA,Mountain West,17.0,10.0,North Texas,Boise State,C-USA,7.0
13771,Sun Belt,Mountain West,32.0,33.0,New Mexico State,Boise State,Mountain West,1.0
13772,Sun Belt,Mountain West,51.0,55.0,New Mexico State,Boise State,Mountain West,4.0
13773,Sun Belt,Mountain West,31.0,34.0,New Mexico State,Boise State,Mountain West,3.0
13774,Sun Belt,Mountain West,28.0,40.0,New Mexico State,Boise State,Mountain West,12.0
13775,Sun Belt,Mountain West,0.0,49.0,New Mexico State,Boise State,Mountain West,49.0
13776,Sun Belt,Mountain West,0.0,59.0,New Mexico State,Boise State,Mountain West,59.0
13780,Big Ten,Mountain West,17.0,13.0,Michigan State,Boise State,Big Ten,4.0
13781,C-USA,Mountain West,63.0,28.0,Louisiana Tech,Boise State,C-USA,35.0
13782,C-USA,Mountain West,48.0,42.0,Louisiana Tech,Boise State,C-USA,6.0
13783,C-USA,Mountain West,37.0,43.0,Louisiana Tech,Boise State,Mountain West,6.0
13784,C-USA,Mountain West,13.0,30.0,Louisiana Tech,Boise State,Mountain West,17.0
13785,C-USA,Mountain West,31.0,45.0,Louisiana Tech,Boise State,Mountain West,14.0
13786,C-USA,Mountain West,35.0,45.0,Louisiana Tech,Boise State,Mountain West,10.0
13787,Sun Belt,Mountain West,33.0,13.0,Idaho,Boise State,Sun Belt,20.0
13788,Sun Belt,Mountain West,23.0,30.0,Idaho,Boise State,Mountain West,7.0
13789,Sun Belt,Mountain West,14.0,45.0,Idaho,Boise State,Mountain West,31.0
13790,Sun Belt,Mountain West,13.0,45.0,Idaho,Boise State,Mountain West,32.0
13791,Sun Belt,Mountain West,10.0,24.0,Idaho,Boise State,Mountain West,14.0
13792,Sun Belt,Mountain West,26.0,42.0,Idaho,Boise State,Mountain West,16.0
13793,Sun Belt,Mountain West,10.0,45.0,Idaho,Boise State,Mountain West,35.0
13794,Sun Belt,Mountain West,14.0,52.0,Idaho,Boise State,Mountain West,38.0
13795,SEC,Mountain West,48.0,13.0,Georgia,Boise State,SEC,35.0
13796,SEC,Mountain West,21.0,35.0,Georgia,Boise State,Mountain West,14.0
13797,American,Mountain West,,,Connecticut,Boise State,Mountain West,
13800,MAC,Mountain West,44.0,26.0,Central Michigan,Boise State,MAC,18.0
13801,MAC,Mountain West,10.0,47.0,Central Michigan,Boise State,Mountain West,37.0
13810,MAC,Mountain West,14.0,49.0,Bowling Green,Boise State,Mountain West,35.0
13811,Sun Belt,Mountain West,14.0,42.0,Arkansas State,Boise State,Mountain West,28.0
13812,SEC,Mountain West,38.0,31.0,Arkansas,Boise State,SEC,7.0
13813,SEC,Mountain West,41.0,14.0,Arkansas,Boise State,SEC,27.0
13814,Pac-12,Mountain West,56.0,7.0,Arizona State,Boise State,Pac-12,49.0
13816,Mountain West,Big 12,28.0,31.0,Wyoming,Baylor,Big 12,3.0
13819,Pac-12,Big 12,17.0,15.0,Washington State,Baylor,Pac-12,2.0
13820,ACC,Big 12,21.0,24.0,Wake Forest,Baylor,Big 12,3.0
13821,Mountain West,Big 12,24.0,28.0,Utah State,Baylor,Big 12,4.0
13822,American,Big 12,5.0,37.0,Tulsa,Baylor,Big 12,32.0
13823,American,Big 12,30.0,15.0,Tulane,Baylor,American,15.0
13824,C-USA,Big 12,6.0,20.0,UTEP,Baylor,Big 12,14.0
13861,Mountain West,Big 12,20.0,54.0,San Jose State,Baylor,Big 12,34.0
13862,C-USA,Big 12,6.0,16.0,Rice,Baylor,Big 12,10.0
13863,C-USA,Big 12,13.0,35.0,Rice,Baylor,Big 12,22.0
13864,C-USA,Big 12,40.0,46.0,Rice,Baylor,Big 12,6.0
13865,C-USA,Big 12,17.0,23.0,Rice,Baylor,Big 12,6.0
13866,C-USA,Big 12,10.0,20.0,Rice,Baylor,Big 12,10.0
13867,C-USA,Big 12,16.0,17.0,Rice,Baylor,Big 12,1.0
13868,C-USA,Big 12,34.0,31.0,Rice,Baylor,C-USA,3.0
13869,C-USA,Big 12,14.0,19.0,Rice,Baylor,Big 12,5.0
13870,C-USA,Big 12,13.0,30.0,Rice,Baylor,Big 12,17.0
13871,Pac-12,Big 12,27.0,17.0,Oregon State,Baylor,Pac-12,10.0
13893,Big Ten,Big 12,21.0,14.0,Ohio State,Baylor,Big Ten,7.0
13894,Independent,Big 12,27.0,3.0,Notre Dame,Baylor,Independent,24.0
13895,C-USA,Big 12,7.0,20.0,North Texas,Baylor,Big 12,13.0
13896,C-USA,Big 12,52.0,14.0,North Texas,Baylor,C-USA,38.0
13897,Mountain West,Big 12,23.0,0.0,New Mexico,Baylor,Mountain West,23.0
13898,Big Ten,Big 12,13.0,0.0,Nebraska,Baylor,Big Ten,13.0
13899,Big Ten,Big 12,49.0,0.0,Nebraska,Baylor,Big Ten,49.0
13900,Big Ten,Big 12,59.0,0.0,Nebraska,Baylor,Big Ten,59.0
13901,Big Ten,Big 12,59.0,27.0,Nebraska,Baylor,Big Ten,32.0
13902,Big Ten,Big 12,32.0,20.0,Nebraska,Baylor,Big Ten,12.0
13903,SEC,Big 12,23.0,18.0,Missouri,Baylor,SEC,5.0
13904,SEC,Big 12,42.0,24.0,Missouri,Baylor,SEC,18.0
13905,SEC,Big 12,41.0,24.0,Missouri,Baylor,SEC,17.0
13906,SEC,Big 12,31.0,16.0,Missouri,Baylor,SEC,15.0
13907,SEC,Big 12,32.0,40.0,Missouri,Baylor,Big 12,8.0
13908,Big Ten,Big 12,38.0,3.0,Michigan,Baylor,Big Ten,35.0
13909,ACC,Big 12,13.0,14.0,Louisville,Baylor,Big 12,1.0
13910,C-USA,Big 12,21.0,28.0,Louisiana Tech,Baylor,Big 12,7.0
13911,C-USA,Big 12,16.0,24.0,Louisiana Tech,Baylor,Big 12,8.0
13930,American,Big 12,13.0,10.0,Houston,Baylor,American,3.0
13931,American,Big 12,24.0,3.0,Houston,Baylor,American,21.0
13932,American,Big 12,21.0,42.0,Houston,Baylor,Big 12,21.0
13933,American,Big 12,21.0,24.0,Houston,Baylor,Big 12,3.0
13934,American,Big 12,18.0,30.0,Houston,Baylor,Big 12,12.0
13935,American,Big 12,66.0,10.0,Houston,Baylor,American,56.0
13936,American,Big 12,21.0,38.0,Houston,Baylor,Big 12,17.0
13937,American,Big 12,24.0,3.0,Houston,Baylor,American,21.0
13938,American,Big 12,7.0,47.0,Houston,Baylor,Big 12,40.0
13939,ACC,Big 12,37.0,27.0,Georgia Tech,Baylor,ACC,10.0
13940,SEC,Big 12,17.0,14.0,Georgia,Baylor,SEC,3.0
13941,SEC,Big 12,15.0,3.0,Georgia,Baylor,SEC,12.0
13942,American,Big 12,31.0,28.0,Connecticut,Baylor,American,3.0
13943,Pac-12,Big 12,14.0,16.0,Colorado,Baylor,Big 12,2.0
13944,Pac-12,Big 12,45.0,21.0,Colorado,Baylor,Pac-12,24.0
13945,Pac-12,Big 12,18.0,16.0,Colorado,Baylor,Pac-12,2.0
13946,Pac-12,Big 12,34.0,0.0,Colorado,Baylor,Pac-12,34.0
13947,Pac-12,Big 12,31.0,34.0,Colorado,Baylor,Big 12,3.0
13948,Pac-12,Big 12,25.0,31.0,Colorado,Baylor,Big 12,6.0
13949,Mountain West,Big 12,35.0,37.0,Fresno State,Baylor,Big 12,2.0
13950,Pac-12,Big 12,70.0,22.0,California,Baylor,Pac-12,48.0
13951,MAC,Big 12,21.0,34.0,Buffalo,Baylor,Big 12,13.0
13952,MAC,Big 12,,,Buffalo,Baylor,Big 12,
13953,ACC,Big 12,30.0,29.0,Boston College,Baylor,ACC,1.0
13954,Independent,Big 12,0.0,55.0,Army,Baylor,Big 12,55.0
13955,Independent,Big 12,10.0,20.0,Army,Baylor,Big 12,10.0
13956,SEC,Big 12,29.0,20.0,Arkansas,Baylor,SEC,9.0
13957,SEC,Big 12,41.0,39.0,Arkansas,Baylor,SEC,2.0
13958,SEC,Big 12,21.0,24.0,Arkansas,Baylor,Big 12,3.0
13959,SEC,Big 12,20.0,14.0,Arkansas,Baylor,SEC,6.0
13960,SEC,Big 12,10.0,7.0,Arkansas,Baylor,SEC,3.0
13961,SEC,Big 12,19.0,10.0,Arkansas,Baylor,SEC,9.0
13962,SEC,Big 12,5.0,9.0,Arkansas,Baylor,Big 12,4.0
13963,Pac-12,Big 12,34.0,13.0,Arizona State,Baylor,Pac-12,21.0
13964,SEC,Big 12,45.0,0.0,Alabama,Baylor,SEC,45.0
13965,Big Ten,MAC,30.0,13.0,Wisconsin,Ball State,Big Ten,17.0
13966,Big Ten,MAC,24.0,7.0,Wisconsin,Ball State,Big Ten,17.0
13967,Big Ten,MAC,50.0,10.0,Wisconsin,Ball State,Big Ten,40.0
13985,C-USA,MAC,7.0,24.0,Western Kentucky,Ball State,MAC,17.0
13986,Big 12,MAC,35.0,10.0,West Virginia,Ball State,Big 12,25.0
13987,Big 12,MAC,16.0,14.0,West Virginia,Ball State,Big 12,2.0
13988,Pac-12,MAC,16.0,14.0,Washington State,Ball State,Pac-12,2.0
13989,ACC,MAC,27.0,48.0,Virginia,Ball State,MAC,21.0
14008,American,MAC,24.0,19.0,Temple,Ball State,American,5.0
14009,ACC,MAC,35.0,12.0,Syracuse,Ball State,ACC,23.0
14010,American,MAC,37.0,7.0,South Florida,Ball State,American,30.0
14011,SEC,MAC,38.0,20.0,South Carolina,Ball State,SEC,18.0
14012,Big Ten,MAC,31.0,31.0,Rutgers,Ball State,MAC,0.0
14013,Big Ten,MAC,37.0,18.0,Purdue,Ball State,Big Ten,19.0
14014,Big Ten,MAC,20.0,3.0,Purdue,Ball State,Big Ten,17.0
14015,Big Ten,MAC,49.0,21.0,Purdue,Ball State,Big Ten,28.0
14016,Big Ten,MAC,35.0,13.0,Purdue,Ball State,Big Ten,22.0
14017,Big Ten,MAC,28.0,14.0,Purdue,Ball State,Big Ten,14.0
14018,Big Ten,MAC,59.0,7.0,Purdue,Ball State,Big Ten,52.0
14019,Big Ten,MAC,38.0,28.0,Purdue,Ball State,Big Ten,10.0
14020,Big Ten,MAC,24.0,13.0,Purdue,Ball State,Big Ten,11.0
14021,ACC,MAC,42.0,21.0,Pittsburgh,Ball State,ACC,21.0
14022,Big 12,MAC,62.0,6.0,Oklahoma,Ball State,Big 12,56.0
14033,C-USA,MAC,34.0,27.0,North Texas,Ball State,C-USA,7.0
14034,Big Ten,MAC,41.0,40.0,Nebraska,Ball State,Big Ten,1.0
14035,American,MAC,10.0,33.0,Navy,Ball State,MAC,23.0
14036,American,MAC,31.0,34.0,Navy,Ball State,MAC,3.0
14037,SEC,MAC,41.0,6.0,Missouri,Ball State,SEC,35.0
14038,SEC,MAC,48.0,0.0,Missouri,Ball State,SEC,48.0
14039,Big Ten,MAC,31.0,7.0,Minnesota,Ball State,Big Ten,24.0
14040,Big Ten,MAC,26.0,23.0,Minnesota,Ball State,Big Ten,3.0
14041,Big Ten,MAC,34.0,26.0,Michigan,Ball State,Big Ten,8.0
14042,MAC[5],MAC,26.0,10.0,Massachusetts,Ball State,MAC[5],16.0
14043,MAC[5],MAC,,,Massachusetts,Ball State,MAC,
14044,C-USA,MAC,42.0,10.0,Marshall,Ball State,C-USA,32.0
14045,C-USA,MAC,38.0,14.0,Marshall,Ball State,C-USA,24.0
14046,SEC,MAC,28.0,20.0,Kentucky,Ball State,SEC,8.0
14058,Big 12,MAC,76.0,0.0,Kansas State,Ball State,Big 12,76.0
14059,Big 12,MAC,62.0,10.0,Kansas,Ball State,Big 12,52.0
14060,Big 12,MAC,35.0,10.0,Kansas,Ball State,Big 12,25.0
14061,Big 12,MAC,38.0,0.0,Iowa State,Ball State,Big 12,38.0
14062,Big Ten,MAC,56.0,0.0,Iowa,Ball State,Big Ten,56.0
14063,Big Ten,MAC,45.0,0.0,Iowa,Ball State,Big Ten,45.0
14064,Big Ten,MAC,17.0,13.0,Iowa,Ball State,Big Ten,4.0
14065,Big Ten,MAC,33.0,6.0,Indiana,Ball State,Big Ten,27.0
14066,Big Ten,MAC,21.0,9.0,Indiana,Ball State,Big Ten,12.0
14067,Big Ten,MAC,38.0,20.0,Indiana,Ball State,Big Ten,18.0
14068,Big Ten,MAC,20.0,42.0,Indiana,Ball State,MAC,22.0
14069,Big Ten,MAC,39.0,41.0,Indiana,Ball State,MAC,2.0
14070,Big Ten,MAC,28.0,17.0,Illinois,Ball State,Big Ten,11.0
14071,SEC,MAC,40.0,19.0,Florida,Ball State,SEC,21.0
14090,American,MAC,5.0,10.0,Connecticut,Ball State,MAC,5.0
14091,American,MAC,21.0,24.0,Connecticut,Ball State,MAC,3.0
14092,ACC,MAC,24.0,10.0,Clemson,Ball State,ACC,14.0
14093,ACC,MAC,30.0,7.0,Clemson,Ball State,ACC,23.0
14094,ACC,MAC,52.0,27.0,Clemson,Ball State,ACC,25.0
14095,American,MAC,44.0,12.0,Cincinnati,Ball State,American,32.0
14130,ACC,MAC,53.0,29.0,Boston College,Ball State,ACC,24.0
14131,ACC,MAC,38.0,0.0,Boston College,Ball State,ACC,38.0
14132,SEC,MAC,30.0,0.0,Auburn,Ball State,SEC,30.0
14133,SEC,MAC,63.0,3.0,Auburn,Ball State,SEC,60.0
14134,SEC,MAC,54.0,30.0,Auburn,Ball State,SEC,24.0
14135,Independent,MAC,41.0,21.0,Army,Ball State,Independent,20.0
14136,Independent,MAC,24.0,17.0,Army,Ball State,Independent,7.0
14137,Independent,MAC,22.0,30.0,Army,Ball State,MAC,8.0
14138,Independent,MAC,,,Army,Ball State,MAC,
14144,Big 12,SEC,34.0,17.0,West Virginia,Auburn,Big 12,17.0
14145,ACC,SEC,42.0,38.0,Wake Forest,Auburn,ACC,4.0
14146,ACC,SEC,17.0,28.0,Virginia,Auburn,SEC,11.0
14154,Big 12,SEC,35.0,27.0,Texas,Auburn,Big 12,8.0
14155,Big 12,SEC,10.0,14.0,Texas,Auburn,SEC,4.0
14168,ACC,SEC,31.0,14.0,Syracuse,Auburn,ACC,17.0
14173,ACC,SEC,10.0,20.0,North Carolina,Auburn,SEC,10.0
14174,Big Ten,SEC,17.0,3.0,Nebraska,Auburn,Big Ten,14.0
14197,Big 12,SEC,,,Kansas State,Auburn,SEC,
14198,ACC,SEC,14.0,38.0,Georgia Tech,Auburn,SEC,24.0
14199,ACC,SEC,7.0,31.0,Georgia Tech,Auburn,SEC,24.0
14200,ACC,SEC,13.0,31.0,Georgia Tech,Auburn,SEC,18.0
14201,ACC,SEC,14.0,17.0,Georgia Tech,Auburn,SEC,3.0
14202,ACC,SEC,10.0,20.0,Georgia Tech,Auburn,SEC,10.0
14203,ACC,SEC,17.0,3.0,Georgia Tech,Auburn,ACC,14.0
14222,ACC,SEC,41.0,42.0,Florida State,Auburn,SEC,1.0
14223,ACC,SEC,22.0,14.0,Florida State,Auburn,ACC,8.0
14238,ACC,SEC,38.0,24.0,Clemson,Auburn,ACC,14.0
14262,C-USA,Independent,,,Western Kentucky,Army,Independent,
14263,Pac-12,Independent,31.0,18.0,Washington State,Army,Pac-12,13.0
14264,Pac-12,Independent,31.0,17.0,Washington,Army,Pac-12,14.0
14265,Pac-12,Independent,21.0,13.0,Washington,Army,Pac-12,8.0
14266,ACC,Independent,52.0,14.0,Wake Forest,Army,ACC,38.0
14267,ACC,Independent,23.0,7.0,Wake Forest,Army,ACC,16.0
14268,ACC,Independent,33.0,27.0,Wake Forest,Army,ACC,6.0
14269,ACC,Independent,21.0,10.0,Wake Forest,Army,ACC,11.0
14270,ACC,Independent,49.0,37.0,Wake Forest,Army,ACC,12.0
14271,ACC,Independent,,,Wake Forest,Army,Independent,
14272,SEC,Independent,38.0,42.0,Vanderbilt,Army,Independent,4.0
14273,SEC,Independent,44.0,21.0,Vanderbilt,Army,SEC,23.0
14274,American,Independent,41.0,0.0,Tulane,Army,American,41.0
14275,American,Independent,48.0,28.0,Tulane,Army,American,20.0
14276,American,Independent,10.0,14.0,Tulane,Army,Independent,4.0
14277,American,Independent,45.0,31.0,Tulane,Army,American,14.0
14278,American,Independent,42.0,28.0,Tulane,Army,American,14.0
14279,American,Independent,13.0,44.0,Tulane,Army,Independent,31.0
14280,American,Independent,23.0,41.0,Tulane,Army,Independent,18.0
14281,SEC,Independent,24.0,24.0,Tennessee,Army,Independent,0.0
14282,SEC,Independent,21.0,25.0,Tennessee,Army,Independent,4.0
14283,American,Independent,21.0,56.0,Temple,Army,Independent,35.0
14284,American,Independent,27.0,13.0,Temple,Army,American,14.0
14285,American,Independent,42.0,14.0,Temple,Army,American,28.0
14286,American,Independent,33.0,14.0,Temple,Army,American,19.0
14287,ACC,Independent,27.0,16.0,Syracuse,Army,ACC,11.0
14288,ACC,Independent,10.0,7.0,Syracuse,Army,ACC,3.0
14289,ACC,Independent,42.0,17.0,Syracuse,Army,ACC,25.0
14290,Pac-12,Independent,13.0,17.0,Stanford,Army,Independent,4.0
14291,Pac-12,Independent,,,Stanford,Army,Independent,
14292,C-USA,Independent,24.0,0.0,Southern Miss,Army,C-USA,24.0
14293,American,Independent,35.0,42.0,South Florida,Army,Independent,7.0
14294,Mountain West,Independent,42.0,7.0,San Diego State,Army,Mountain West,35.0
14295,Big Ten,Independent,20.0,0.0,Rutgers,Army,Big Ten,20.0
14296,Big Ten,Independent,24.0,3.0,Rutgers,Army,Big Ten,21.0
14297,Big Ten,Independent,14.0,7.0,Rutgers,Army,Big Ten,7.0
14298,Big Ten,Independent,35.0,7.0,Rutgers,Army,Big Ten,28.0
14299,Big Ten,Independent,24.0,34.0,Rutgers,Army,Independent,10.0
14300,Big Ten,Independent,14.0,12.0,Rutgers,Army,Big Ten,2.0
14301,Big Ten,Independent,45.0,10.0,Rutgers,Army,Big Ten,35.0
14302,Big Ten,Independent,16.0,14.0,Rutgers,Army,Big Ten,2.0
14303,Big Ten,Independent,21.0,42.0,Rutgers,Army,Independent,21.0
14304,Big Ten,Independent,27.0,15.0,Rutgers,Army,Big Ten,12.0
14305,Big Ten,Independent,44.0,0.0,Rutgers,Army,Big Ten,44.0
14306,Big Ten,Independent,30.0,3.0,Rutgers,Army,Big Ten,27.0
14307,Big Ten,Independent,23.0,20.0,Rutgers,Army,Big Ten,3.0
14308,Big Ten,Independent,28.0,7.0,Rutgers,Army,Big Ten,21.0
14309,C-USA,Independent,38.0,31.0,Rice,Army,C-USA,7.0
14310,ACC,Independent,48.0,0.0,Pittsburgh,Army,ACC,48.0
14311,ACC,Independent,38.0,7.0,Pittsburgh,Army,ACC,31.0
14312,Big Ten,Independent,24.0,3.0,Penn State,Army,Big Ten,21.0
14317,Big Ten,Independent,25.0,18.0,Northwestern,Army,Big Ten,7.0
14318,C-USA,Independent,10.0,27.0,North Texas,Army,Independent,17.0
14319,C-USA,Independent,13.0,17.0,North Texas,Army,Independent,4.0
14320,ACC,Independent,62.0,8.0,North Carolina,Army,ACC,54.0
14321,ACC,Independent,22.0,9.0,North Carolina,Army,ACC,13.0
14322,Sun Belt,Independent,42.0,23.0,New Mexico State,Army,Sun Belt,19.0
14323,American,Independent,31.0,7.0,Navy,Army,American,24.0
14324,American,Independent,33.0,6.0,Navy,Army,American,27.0
14325,American,Independent,3.0,3.0,Navy,Army,Independent,0.0
14326,American,Independent,24.0,7.0,Navy,Army,American,17.0
14327,American,Independent,42.0,13.0,Navy,Army,American,29.0
14328,American,Independent,11.0,28.0,Navy,Army,Independent,17.0
14329,American,Independent,17.0,7.0,Navy,Army,American,10.0
14330,American,Independent,7.0,27.0,Navy,Army,Independent,20.0
14331,American,Independent,3.0,17.0,Navy,Army,Independent,14.0
14332,American,Independent,15.0,20.0,Navy,Army,Independent,5.0
14333,American,Independent,20.0,30.0,Navy,Army,Independent,10.0
14334,American,Independent,24.0,3.0,Navy,Army,American,21.0
14335,American,Independent,24.0,25.0,Navy,Army,Independent,1.0
14336,American,Independent,14.0,16.0,Navy,Army,Independent,2.0
14337,American,Independent,20.0,22.0,Navy,Army,Independent,2.0
14338,American,Independent,13.0,14.0,Navy,Army,Independent,1.0
14339,American,Independent,24.0,28.0,Navy,Army,Independent,4.0
14340,American,Independent,39.0,7.0,Navy,Army,American,32.0
14341,American,Independent,30.0,34.0,Navy,Army,Independent,4.0
14342,American,Independent,30.0,28.0,Navy,Army,American,2.0
14343,American,Independent,17.0,26.0,Navy,Army,Independent,9.0
14344,American,Independent,58.0,12.0,Navy,Army,American,46.0
14345,American,Independent,42.0,13.0,Navy,Army,American,29.0
14346,American,Independent,42.0,23.0,Navy,Army,American,19.0
14347,American,Independent,26.0,14.0,Navy,Army,American,12.0
14348,American,Independent,38.0,3.0,Navy,Army,American,35.0
14349,American,Independent,17.0,3.0,Navy,Army,American,14.0
14350,American,Independent,27.0,21.0,Navy,Army,American,6.0
14351,American,Independent,34.0,7.0,Navy,Army,American,27.0
14352,SEC,Independent,24.0,10.0,Missouri,Army,SEC,14.0
14353,SEC,Independent,23.0,10.0,Missouri,Army,SEC,13.0
14354,American,Independent,14.0,10.0,Memphis,Army,American,4.0
14355,American,Independent,42.0,10.0,Memphis,Army,American,32.0
14356,American,Independent,31.0,10.0,Memphis,Army,American,21.0
14357,ACC,Independent,31.0,7.0,Louisville,Army,ACC,24.0
14358,ACC,Independent,12.0,37.0,Louisville,Army,Independent,25.0
14359,ACC,Independent,35.0,23.0,Louisville,Army,ACC,12.0
14360,ACC,Independent,38.0,17.0,Louisville,Army,ACC,21.0
14361,ACC,Independent,34.0,10.0,Louisville,Army,ACC,24.0
14362,C-USA,Independent,16.0,35.0,Louisiana Tech,Army,Independent,19.0
14363,MAC,Independent,28.0,45.0,Kent State,Army,Independent,17.0
14364,MAC,Independent,,,Kent State,Army,Independent,
14365,Big 12,Independent,14.0,41.0,Kansas State,Army,Independent,27.0
14366,Big 12,Independent,31.0,10.0,Iowa State,Army,Big 12,21.0
14367,American,Independent,28.0,38.0,Houston,Army,Independent,10.0
14368,American,Independent,31.0,30.0,Houston,Army,American,1.0
14369,American,Independent,56.0,42.0,Houston,Army,American,14.0
14370,American,Independent,35.0,21.0,Houston,Army,American,14.0
14371,ACC,Independent,34.0,10.0,Georgia Tech,Army,ACC,24.0
14372,MAC,Independent,17.0,27.0,Eastern Michigan,Army,Independent,10.0
14373,MAC,Independent,27.0,31.0,Eastern Michigan,Army,Independent,4.0
14374,MAC,Independent,48.0,38.0,Eastern Michigan,Army,MAC,10.0
14375,American,Independent,30.0,25.0,East Carolina,Army,American,5.0
14376,American,Independent,42.0,21.0,East Carolina,Army,American,21.0
14377,American,Independent,59.0,24.0,East Carolina,Army,American,35.0
14378,American,Independent,38.0,28.0,East Carolina,Army,American,10.0
14379,ACC,Independent,35.0,29.0,Duke,Army,ACC,6.0
14380,ACC,Independent,42.0,21.0,Duke,Army,ACC,21.0
14381,ACC,Independent,43.0,7.0,Duke,Army,ACC,36.0
14382,ACC,Independent,20.0,17.0,Duke,Army,ACC,3.0
14383,ACC,Independent,21.0,35.0,Duke,Army,Independent,14.0
14384,American,Independent,40.0,3.0,Connecticut,Army,American,37.0
14385,American,Independent,21.0,7.0,Connecticut,Army,American,14.0
