Age,Weight,Height,BattingAvg,OnBasePct,HomeRunRate,SlugRate,RBIRate,WalkRate,StrikeRate,StolenBases,HitByPitch,PutOutRate,AssistRate,ErrorRate,Salary
21.5,170,71,0.2919254,0.3385093,0.037267,0.468944,0.1242236,0.0465838,0.2080745,0.0098039,0.0392156,1.25101,0.8916666,0.0201388,300000
32.58333333,170,73,0.2,0.2761904,0,0.2761904,0.0285714,0.0761904,0.2095238,0.064935,0,0.8571428,0,0,1407666.727
24.41666667,200,75,0.2196531,0.3294797,0.0404624,0.3815028,0.1156069,0.1098265,0.2890173,0,0,1.2,0,0.0333333,301000
28.5,175,73,0.2625899,0.3597122,0.0107913,0.3345323,0.0935251,0.0971223,0.1366906,0.1333333,0.04,2.4666666,2.92,0.0666666,450312.5
21.83333333,210,71,0.2727272,0.3822314,0.0309917,0.4462809,0.1342975,0.1095041,0.1942148,0.0287769,0.0575539,1.3014705,2.8014705,0.1470588,300500
28.91666667,190,76,0.2661016,0.3864406,0.0474576,0.459322,0.1457627,0.1203389,0.1932203,0.0318471,0.0509554,4.7338011,0.2579694,0.0417532,6089069.583
29.41666667,195,70,0.2820512,0.3487179,0.051282,0.5076923,0.1794871,0.0666666,0.1948717,0,0,4.8679245,0.2641509,0.0566037,331166.6667
24.41666667,220,76,0.2553418,0.3386752,0.0462072,0.4885149,0.2494658,0.0833333,0.2951388,0,0.0666666,1.6307692,0,0.0615384,2024571.429
31.91666667,205,75,0.2533333,0.4,0.0666666,0.5133333,0.2,0.1466666,0.2233333,0.0120481,0.0240963,2.2763157,0.0526315,0.0131578,6728728.375
33.33333333,190,71,0.2793594,0.3451957,0.0391459,0.4501779,0.1601423,0.0658362,0.1476868,0.0206896,0.0068965,2.4014084,0.0211267,0.0140845,3279766.667
30.5,185,73,0.3073929,0.3657587,0.0233463,0.4319066,0.0894941,0.0583657,0.1245136,0.0123456,0.0123456,1.7894736,2.4473684,0.0657894,2271400
24.16666667,218,74,0.3366013,0.4215686,0.0637254,0.5980392,0.2058823,0.0849673,0.120915,0.0961538,0.051282,2.1538461,0.090909,0.062937,5178750
28.83333333,200,70,0.1555555,0.2814814,0.037037,0.2962962,0.0962962,0.1259259,0.3111111,0.0238095,0.0714285,2.1578947,0.0789473,0.0789473,320000
25.75,180,73,0.3180076,0.4176245,0.0383141,0.5421455,0.1858237,0.0996168,0.1666666,0.0882352,0.0147058,1.6222222,3.0888888,0.1259259,1181666.667
24.41666667,165,71,0.2938053,0.359292,0.0477876,0.4973451,0.1840707,0.0654867,0.1628318,0.0337837,0.1013513,1.9703703,0.0666666,0.0444444,690000
30.41666667,175,73,0.2248015,0.2974206,0,0.2531746,0.0771825,0.072619,0.138492,0.0238095,0.0208333,1.3968253,2.079365,0,1697833.417
22.25,195,72,0.2743055,0.3263888,0.0138888,0.3836805,0.0798611,0.0520833,0.1111111,0.0689655,0.0068965,1.6137931,3.0344827,0.0827586,1405000
23.5,240,75,0.3112033,0.4522821,0.0580912,0.5829875,0.226141,0.1410788,0.2302904,0.0214285,0.1214285,7.3636363,0.8181818,0,309250
24.41666667,175,70,0.3031358,0.4041811,0.0069686,0.3972125,0.0836236,0.1010452,0.1010452,0.1511627,0.0930232,2.0432098,1.0524691,0.0277777,788000
22,175,72,0.2384615,0.2897435,0.0230769,0.3743589,0.1358974,0.051282,0.3051282,0.095238,0.0079365,1.346683,2.465045,0.1926781,310000
25.83333333,205,75,0.2549504,0.3143564,0.0198019,0.3663366,0.1485148,0.0594059,0.1014851,0,0.0420168,5.7647058,0.3193277,0.0504201,276666.6667
31.91666667,160,70,0.2017543,0.2631578,0.0350877,0.3508771,0.114035,0.0614035,0.2631578,0.0217391,0,0.7878787,1.3939393,0.3030303,747285.7143
29.25,195,72,0.2105263,0.368421,0.0315789,0.3578947,0.0631578,0.1578947,0.2315789,0.025,0.075,1.95,0.1,0,2624916.583
23.41666667,180,71,0.2410256,0.3076923,0.0205128,0.4051282,0.0923076,0.0666666,0.2,0.048387,0,4.2355072,0.2699275,0.0525362,315000
28.75,180,70,0.171875,0.21875,0.03125,0.3125,0.109375,0.046875,0.359375,0,0,0.4482758,1.275862,0.0689655,5203878.583
22.41666667,240,79,0.0701754,0.0701754,0,0.0877192,0,0,0.5789473,0,0,0.3571428,0.75,0,360000
22.5,175,69,0.2616136,0.386308,0.0048899,0.3227383,0.0660146,0.1246943,0.193154,0.1472868,0.0077519,1.8341454,1.2291978,0.0389804,318500
22.25,240,74,0.2872807,0.3486842,0.0285087,0.4210526,0.120614,0.0614035,0.1951754,0.0083333,0.0666666,8.3561643,0.7123287,0.0547945,308750
32,185,73,0.2836363,0.4145454,0.0272727,0.42,0.1490909,0.130909,0.0872727,0,0.0328947,8.6554054,0.581081,0.0675675,929375
24.41666667,230,76,0.2627737,0.3503649,0.0145985,0.3613138,0.1021897,0.0875912,0.2189781,0,0.0543478,0.6818181,1.590909,0.2424242,680625
27.66666667,195,74,0.3473491,0.5795246,0.0585009,0.619744,0.1755027,0.2321755,0.131627,0.0194805,0.0194805,8.862745,0.9411764,0.0261437,4317500
29,195,75,0.1,0.1,0,0.1,0.0333333,0,0.4,0,0.0222222,0.1914893,0.2127659,0,2373499.875
31.58333333,180,73,0.2890995,0.4123222,0.0616113,0.5402843,0.1374407,0.1232227,0.2890995,0.0315789,0.0105263,0.8562393,1.6422222,0.0523076,1380454.455
25.16666667,220,74,0.2469135,0.2592592,0.0123456,0.3703703,0.1234567,0.0123456,0.0987654,0,0,0.6,1.7428571,0.0571428,2775000
24.41666667,227,72,0.2760416,0.3671875,0.046875,0.4765625,0.1640625,0.0911458,0.1171875,0.009009,0.045045,6.9722222,0.324074,0.0555555,996416.6667
22.25,215,77,0.1304347,0.1449275,0.0289855,0.2608695,0.0724637,0.0144927,0.347826,0,0.0344827,6,0.25,0.25,300000
25.58333333,190,75,0.2423382,0.3267184,0.0424576,0.4375116,0.1556237,0.0843802,0.2504497,0.0260625,0.0290697,1.8710197,0.0959552,0.0419534,3863750
30.66666667,180,71,0.2455357,0.4017857,0.0267857,0.3883928,0.1428571,0.15625,0.1875,0.0381679,0.0534351,1.9391304,0.1130434,0.0521739,4320400
22.33333333,190,70,0.2660944,0.3519313,0.0085836,0.3390557,0.1158798,0.0858369,0.1673819,0,0.095238,1.075,1.5925,0.0325,315000
25.58333333,200,73,0.3096085,0.3523131,0.0266903,0.4644128,0.1423487,0.0427046,0.0871886,0.0135135,0.081081,4.4779972,1.1277503,0.1378535,733500
23.66666667,225,74,0.245614,0.3403508,0.0263157,0.3754385,0.1210526,0.0947368,0.191228,0.0774193,0.0258064,0.6993464,1.5882352,0.0522875,566666.6667
30.33333333,176,70,0.2021276,0.2765957,0,0.2234042,0.0425531,0.074468,0.2127659,0,0,0.975,0.9615384,0.1403846,468272.7273
27.33333333,195,74,0.3175675,0.4324324,0.054054,0.5472972,0.1486486,0.1148648,0.1756756,0.0175438,0.0175438,1.6875,0.0625,0,1179500
24,185,72,0.2699386,0.3742331,0.0245398,0.4376278,0.1186094,0.1042944,0.2004089,0.0518518,0.0296296,2.0751879,3.3759398,0.0902255,317500
25,221,76,0.2966666,0.39,0.0483333,0.4933333,0.1733333,0.0933333,0.1233333,0.0318471,0.0382165,3.8439201,1.0966424,0.0821233,1495833.5
25.58333333,205,74,0.2711538,0.3480769,0.0442307,0.475,0.1557692,0.076923,0.1942307,0.1521739,0.0507246,2.4682539,0.0396825,0.031746,2384166.667
28.5,210,74,0.3035343,0.3783783,0.033264,0.4719334,0.1288981,0.074844,0.1496881,0.00813,0.0243902,2.0636363,0.090909,0.0363636,1218809.571
20,150,69,0.2644135,0.3439363,0.0318091,0.4493041,0.1093439,0.0795228,0.222664,0.0915492,0.0070422,1.5801242,2.7946169,0.1440993,302500
23.41666667,185,71,0.2867647,0.365196,0.0318627,0.4534313,0.1568627,0.0784313,0.1764705,0.0381679,0.0305343,2.5921406,0.8896714,0.0804355,285000
27.75,190,72,0.1272727,0.1454545,0.0181818,0.1818181,0.1090909,0.0181818,0.4363636,0,0,0.1612903,0.516129,0,2150000
20.16666667,155,69,0.2880597,0.3522388,0.0059701,0.380597,0.0925373,0.0641791,0.1044776,0.1572327,0,1.4716981,2.7044025,0.062893,302833.3333
26.58333333,204,73,0.2641815,0.3387358,0.0437601,0.4732576,0.1507293,0.0745542,0.2463533,0.0191082,0.0764331,1.6730769,0.0641025,0.0064102,3133000
22.58333333,242,74,0.2394366,0.2676056,0.0140845,0.3380281,0.084507,0.028169,0.2253521,0,0,0.5454545,0.7575757,0.030303,290333.3333
26.5,175,75,0.2923794,0.3639191,0.0357698,0.4712286,0.1213063,0.0715396,0.1539657,0.1493506,0.090909,1.7727272,2.5454545,0.0844155,8647777.778
24,194,72,0.2699822,0.4156305,0.0213143,0.3943161,0.1190053,0.1456483,0.1758436,0.0855263,0.0131578,2.0410958,2.6643835,0.0479452,520000
29.58333333,215,74,0.2360655,0.3967213,0.0426229,0.4295081,0.1540983,0.1606557,0.2983606,0.0183486,0.0458715,5.7472527,0.4835164,0.076923,3475681.818
22.75,224,75,0.250996,0.4103585,0.0278884,0.3984063,0.1314741,0.1593625,0.2310756,0.0821917,0.0410958,8.4657534,0.589041,0.0547945,508687.5
37.75,225,82,0.125,0.175,0,0.1625,0.075,0.05,0.4625,0,0,0.1428571,0.5714285,0,6980468.75
25,180,70,0.2700186,0.3221601,0.0186219,0.3798882,0.113594,0.0521415,0.1824953,0.0425531,0.0851063,1.9431454,0.0582086,0.0179852,318000
23.33333333,170,73,0.2614035,0.3859649,0.0508771,0.4877192,0.1596491,0.1245614,0.2578947,0.038961,0.0194805,2.525974,0.064935,0.0194805,5245166.667
28.33333333,185,75,0.2478813,0.4258474,0.0635593,0.4851694,0.2033898,0.1779661,0.2033898,0.0145985,0.029197,0.9055315,0.9563577,0.03125,5374194.333
25.33333333,176,70,0.254054,0.3261261,0.0432432,0.427027,0.1441441,0.072072,0.2108108,0.0860927,0.0662251,2.2269503,0.0354609,0.0141843,1352083.333
33.25,205,73,0.2216981,0.2971698,0.0235849,0.3632075,0.1084905,0.0754716,0.1650943,0.0327868,0.0163934,2.1363636,0.0227272,0.0227272,3895948.769
25.66666667,208,74,0.2724137,0.3241379,0.0206896,0.3896551,0.1137931,0.0517241,0.1689655,0.0367647,0.0147058,1.1502728,0.0361094,0.0458163,1159166.667
33.91666667,216,76,0.1941747,0.2621359,0.0194174,0.3106796,0.1067961,0.0679611,0.1553398,0.025,0,7.5,0.7727272,0.090909,3837230.769
22.25,185,73,0.2469135,0.3271604,0.0123456,0.3641975,0.0802469,0.0802469,0.1790123,0.095238,0,1.9736842,2.9210526,0.0526315,315000
20.41666667,220,75,0.2304147,0.359447,0.0414746,0.4193548,0.1474654,0.1290322,0.3271889,0.03125,0.015625,1.9666666,0.0166666,0.05,375000
26.5,180,72,0.3188153,0.4233449,0.0052264,0.3902439,0.0888501,0.1045296,0.0714285,0.0748299,0.1292517,6.8356164,0.5342465,0.0684931,3695365.222
24.08333333,192,73,0.2777777,0.3653846,0.0213675,0.4059829,0.1025641,0.0876068,0.1965811,0.1041666,0.0902777,1.7708333,2.6944444,0.0833333,971250
21.41666667,225,76,0.125,0.1666666,0,0.1875,0.0833333,0.0416666,0.2916666,0,0,0.3333333,1.2222222,0.1481481,281666.6667
32.25,185,73,0.2888888,0.3796296,0.05,0.5314814,0.1981481,0.0907407,0.1777777,0.0482758,0.0413793,1.9856115,2.6906474,0.0503597,3898961.538
24.66666667,215,73,0.2142857,0.3613445,0.0294117,0.3697478,0.1302521,0.1470588,0.1974789,0.0120481,0.0361445,1.315126,0.0098039,0.0098039,336250
28.5,225,76,0.2698412,0.3492063,0.015873,0.3650793,0.1111111,0.079365,0.2539682,0,0,0.125,0.0625,0,244500
23.75,180,74,0.2142857,0.2142857,0,0.2857142,0.1785714,0,0.3214285,0.0243902,0,0.3953488,0.2790697,0.0697674,303000
29.5,220,75,0.2910447,0.4726368,0.022388,0.4477611,0.1641791,0.181592,0.1666666,0.023622,0.007874,4.4823717,0.4540597,0.0651709,3368791.667
24.25,205,75,0.277087,0.3996447,0.0728241,0.5346358,0.2078152,0.1225577,0.1900532,0.0064516,0.0387096,8.266187,0.5683453,0.0431654,3005714.286
27.5,217,75,0.2511848,0.3672985,0.0592417,0.4952606,0.1682464,0.1161137,0.2440758,0.0762711,0.1016949,0.6869565,1.8,0.0956521,1799166.667
26,180,72,0.3135313,0.4042904,0.0247524,0.4587458,0.1039603,0.090759,0.1155115,0.054054,0.0135135,2.3931034,0.075862,0.0413793,2271428.571
21.91666667,195,74,0.2244897,0.3061224,0.0068027,0.2857142,0.1088435,0.0816326,0.2380952,0,0.0408163,5.6122448,0.3877551,0.1020408,300000
31.91666667,195,75,0.2136752,0.2735042,0.025641,0.3076923,0.1452991,0.059829,0.2393162,0,0.0232558,5.6829268,0.5121951,0.0975609,241100
25.66666667,195,73,0.2877697,0.3992805,0.0503597,0.5107913,0.208633,0.1115107,0.2266187,0.0089285,0,0.7192982,1.8596491,0.2280701,396000
25,215,74,0.2720588,0.3897058,0.0294117,0.4632352,0.1397058,0.117647,0.242647,0.0093457,0.0093457,0.774323,0.0190476,0.0095238,307500
33.5,198,71,0.255,0.4,0.03,0.425,0.11,0.145,0.275,0.0217391,0.0217391,1.2424242,0.0151515,0.060606,3413928.643
36.33333333,190,72,0.2890173,0.3872832,0.0231213,0.4190751,0.1271676,0.0982658,0.1127167,0.018018,0.009009,1.2352941,2.5411764,0.0470588,4129868.421
21.91666667,180,75,0.2777777,0.3611111,0.0401234,0.4876543,0.1388888,0.0833333,0.2407407,0,0.0090909,7.5408163,0.4183673,0.0510204,300000
24.41666667,210,72,0.2118644,0.3305084,0.0254237,0.338983,0.118644,0.118644,0.2966101,0.025,0.05,0.6857142,1.4285714,0.1428571,313000
26.25,200,71,0.251282,0.3179487,0.0358974,0.4307692,0.1410256,0.0666666,0.276923,0,0.2105263,5.8378378,0.5315315,0.072072,918000
24.41666667,195,74,0.0967741,0.1451612,0,0.1129032,0.032258,0.048387,0.4032258,0,0,0.3235294,1.117647,0,595000
29.91666667,180,69,0.2774957,0.4027072,0.0338409,0.4213197,0.1184433,0.1252115,0.1421319,0.1533333,0.0733333,1.8525042,0.0808573,0.0384125,2743900
26,225,74,0.2689393,0.3295454,0.0340909,0.4242424,0.1477272,0.060606,0.2272727,0,0.0568181,5.931438,0.1421404,0.0986621,284166.6667
27.91666667,190,73,0.1988801,0.3354808,0.0284552,0.3315692,0.1434268,0.1366006,0.2984352,0.0298276,0.016129,2.2342657,0.1153846,0.0454545,612391.6667
24.5,235,74,0.3045685,0.395939,0.0524534,0.5245346,0.1675126,0.0913705,0.145516,0.0718954,0.0457516,1.9054054,0.0743243,0,2379166.667
25.75,205,77,0.2776859,0.3900826,0.0528925,0.5041322,0.1619834,0.1123966,0.2115702,0.0745341,0.0496894,7.8198757,0.8074534,0.037267,2021952.429
35.83333333,215,75,0.0925925,0.1481481,0,0.1111111,0,0.0555555,0.5555555,0,0,0.2333333,0.8666666,0,3818756.25
25,175,72,0.1818181,0.2121212,0.030303,0.3030303,0.1212121,0.030303,0.2878787,0,0,5.125,0.6875,0,305000
28.25,175,71,0.1464285,0.2059523,0.025,0.295238,0.1238095,0.0595238,0.5988095,0,0,0.5416666,1.4166666,0.0416666,1867500
28.08333333,170,72,0.2710084,0.3487394,0.0357142,0.4474789,0.1281512,0.077731,0.1449579,0.0076335,0.0839694,6.6589147,0.3333333,0.0465116,3387090.818
28.75,170,74,0.1875,0.2083333,0,0.1875,0.0416666,0.0208333,0.3958333,0,0,0.3611111,0.7222222,0,2397271.556
28.33333333,185,70,0.279462,0.348615,0.0223911,0.410235,0.1535338,0.069153,0.0978216,0.0302197,0.0618131,6.5340135,0.4939531,0.0287225,1536000.2
33.41666667,180,72,0.2753623,0.3876811,0.0108695,0.3949275,0.0652173,0.1123188,0.097826,0.0843373,0.0120481,2.4923076,0.0461538,0.0153846,3404285.714
24.16666667,190,73,0.2951388,0.3611111,0.0104166,0.4201388,0.0972222,0.0659722,0.1770833,0.0220588,0.0073529,1.5717213,0.0260538,0.0163934,1666437.5
20.41666667,175,73,0.2424242,0.3371212,0.0265151,0.405303,0.1174242,0.0946969,0.3068181,0.0126582,0.0379746,1.1372549,2.3541666,0.1924019,277500
30.91666667,185,75,0.3160621,0.3972366,0.0397236,0.5025906,0.1485319,0.0811744,0.1675302,0,0.04,6.4242424,0.3712121,0.0378787,3734208.333
30.75,175,71,0.1818181,0.215909,0.0113636,0.2727272,0.090909,0.0340909,0.2272727,0,0.0178571,0.5227272,1.038961,0.2175324,433222.2222
29.66666667,175,72,0.3354838,0.4290322,0.0258064,0.4951612,0.1225806,0.0935483,0.0725806,0.0324675,0.0584415,1.8701298,2.9285714,0.064935,1690550
26.16666667,205,76,0.2926421,0.3996655,0.0451505,0.5050167,0.1421404,0.1070234,0.1287625,0.0316455,0.0379746,0.7597402,1.7662337,0.0454545,2242666.667
22.58333333,203,75,0.22,0.26,0.04,0.38,0.08,0.04,0.28,0,0.1333333,2.1333333,0,0.0666666,304700
25.91666667,165,70,0.2753872,0.3683304,0.0120481,0.3958691,0.1290877,0.0929432,0.182444,0.1337579,0.0318471,1.6503496,2.9510489,0.1748251,973750
20.16666667,170,73,0.2485549,0.3236994,0.017341,0.3641618,0.1271676,0.0751445,0.2138728,0.0722891,0.0240963,0.9627192,1.7664473,0.1111111,300000
30.83333333,195,76,0.2958333,0.4041666,0.0541666,0.5041666,0.1666666,0.1083333,0.2625,0,0.0114942,2.2498351,0.6232142,0.0796245,728666.6667
19.08333333,165,71,0.2678571,0.4464285,0,0.3928571,0.0714285,0.1785714,0.4642857,0.1764705,0,1.3529411,2.117647,0.2352941,300000
27.5,205,73,0.1506849,0.2054794,0.0136986,0.2328767,0.0410958,0.0547945,0.2465753,0,0,4.5142857,0.3714285,0.0285714,217500
28.08333333,173,70,0.2680412,0.2938144,0.0154639,0.3762886,0.113402,0.0257731,0.1958762,0.0408163,0.0204081,1.0361467,0.7735042,0.0185185,547500
24.5,168,70,0.2464358,0.3482688,0.0346232,0.4195519,0.1527494,0.1018329,0.2321792,0.0838709,0.0387096,1.1002803,0.4612361,0.0453787,294666.6667
34.33333333,170,72,0.1594202,0.173913,0,0.1594202,0.0724637,0.0144927,0.173913,0.03125,0,0.6363636,1.6666666,0.030303,6814411.765
22.66666667,185,73,0.2916666,0.3055555,0,0.375,0.125,0.0138888,0.2361111,0.0294117,0,0.65625,0.96875,0.09375,332000
27.91666667,180,73,0.32,0.412,0.04,0.52,0.16,0.092,0.2,0.0444444,0.0111111,1.6710638,0.0825531,0.0106382,906785.7143
28.83333333,187,73,0.2461538,0.3461538,0.0115384,0.3461538,0.1153846,0.1,0.1538461,0.0098039,0.0098039,0.7979452,1.6292808,0.1035958,533000
34,210,74,0.2620087,0.4061135,0.0502183,0.4606986,0.1659388,0.1441048,0.1572052,0.0217391,0.0652173,7.6842105,0.5877192,0.0263157,3776538.462
23,170,74,0.2826923,0.3980769,0.0442307,0.4923076,0.2076923,0.1153846,0.1326923,0,0.0354609,6.5530303,0.4621212,0.0454545,304500
22.16666667,185,72,0.2179862,0.3098728,0.0454545,0.4081133,0.143695,0.0918865,0.1984359,0.015625,0.0575657,1.5878787,0.1696969,0,267500
30.75,205,75,0.2467532,0.3064935,0.012987,0.3480519,0.1298701,0.0597402,0.2155844,0,0.0245901,6.0819672,0.4754098,0.0081967,1216272.727
22.83333333,210,74,0.2242424,0.2818181,0.0181818,0.3333333,0.0848484,0.0575757,0.1818181,0.1348314,0.0561797,2.4719101,0.0337078,0.0112359,477000
26.5,210,74,0.2979452,0.4486301,0.0530821,0.5222602,0.1849315,0.1506849,0.1763698,0.0185185,0.0185185,1.89375,0.05,0.04375,6500000
25.83333333,185,70,0.2717391,0.3586956,0.0152173,0.3956521,0.0956521,0.0869565,0.2108695,0.122807,0.0175438,1.5818181,2.9363636,0.2090909,5033333
26.66666667,210,75,0.275,0.3928571,0.0392857,0.4607142,0.1285714,0.1178571,0.2285714,0.0574712,0.0114942,2.0515151,0.080303,0.0151515,454166.6667
17.33333333,220,76,0.3084112,0.4112149,0.0560747,0.5700934,0.1588785,0.1028037,0.1308411,0.0285714,0.0285714,6.625,0.3125,0.0625,300000
32.33333333,190,73,0.2214095,0.3634751,0,0.2639627,0.0792331,0.1420655,0.2154255,0.0138888,0,5.416312,0.4276595,0.0333333,1070769.231
31.91666667,215,77,0.2582781,0.3509933,0.02649,0.4039735,0.1125827,0.0927152,0.2649006,0.0112359,0.0224719,4.283582,0.4477611,0.0447761,407857.1429
30.25,170,68,0.2192307,0.3108974,0.0064102,0.2801282,0.0416666,0.0916666,0.1737179,0.0444975,0,1.037037,0.037037,0,932111.1111
26.75,175,71,0.204301,0.2473118,0.0215053,0.344086,0.0752688,0.0430107,0.1182795,0,0,0.8333333,2.0416666,0.0833333,264450
28.83333333,170,71,0.2536231,0.3188405,0.0072463,0.3115942,0.115942,0.0652173,0.231884,0.0533333,0,1.5834361,1.4925955,0.0452488,460500
26.08333333,208,72,0.2297297,0.2567567,0,0.2567567,0.081081,0.027027,0.1891891,0,0.0571428,4.1666666,0.6666666,0,300000
36.83333333,195,71,0.248,0.412,0.008,0.328,0.084,0.164,0.132,0,0.012987,1.5169424,2.1603624,0.0823482,1373211.875
29.91666667,172,71,0.1847826,0.2717391,0.0326086,0.3260869,0.1195652,0.0869565,0.2391304,0,0.0192307,1.15,0,0,243000
28.25,185,74,0.2570093,0.3317757,0.0514018,0.4626168,0.1448598,0.0747663,0.2196261,0,0,5.59375,0.28125,0.03125,357500
22.08333333,215,72,0.2785388,0.3538812,0.0593607,0.5388127,0.1621004,0.0753424,0.1438356,0,0.048,1.7128727,0.0591904,0.0094339,336250
29.08333333,175,69,0.1958782,0.2873009,0.0190677,0.2975731,0.0681176,0.0914226,0.2144324,0,0.0595882,1.663492,2.2246031,0.0515872,291100
29.33333333,194,70,0.2894736,0.3631578,0.0210526,0.4263157,0.1473684,0.0736842,0.2157894,0.0140845,0.0422535,6.7142857,0.3333333,0.0238095,356000
24.41666667,204,72,0.2742474,0.4147157,0.0334448,0.4147157,0.1337792,0.1404682,0.2675585,0.0173913,0.0173913,1.7496114,0.0609945,0.0227272,320000
26.5,200,74,0.230716,0.3443464,0.0134756,0.3402165,0.090743,0.1136303,0.1510135,0.0128205,0.0294348,7.09008,0.5062171,0.0366122,1050000
25,170,68,0.2931034,0.348659,0.0114942,0.367816,0.0900383,0.0555555,0.1015325,0.0895522,0.0149253,2.1328125,2.7578125,0.078125,300000
29.75,210,72,0.297244,0.4094488,0.035433,0.4744094,0.1456692,0.1122047,0.1791338,0.0066666,0.1133333,3.2496925,0.2862538,0.0471673,1076428.571
24.25,220,73,0.025641,0.1794871,0,0.025641,0.076923,0.1538461,0.3076923,0,0.2307692,7,0.4166666,0.0833333,317000
31.83333333,202,75,0.2720403,0.370277,0.02267,0.4030226,0.1460957,0.0982367,0.2191435,0,0.0181818,6.4311926,0.4495412,0.0091743,1308437.5
24.75,185,74,0.2592592,0.2592592,0,0.2592592,0.1111111,0,0.2222222,0,0,0.4666666,0.7333333,0,1129000
27,205,76,0.173913,0.2173913,0,0.2173913,0.0217391,0.0434782,0.5652173,0,0,0.4,0.76,0,4103571.429
25.66666667,220,75,0.1538461,0.2153846,0,0.1692307,0.076923,0.0615384,0.4461538,0,0,0.117647,0.6764705,0,3120714.286
26.08333333,230,79,0.2413793,0.4482758,0,0.275862,0.1034482,0.2068965,0.3103448,0,0.1666666,7.7058823,0.5294117,0,201500
30.83333333,205,73,0.28125,0.4,0.05625,0.525,0.2,0.11875,0.2875,0,0.0508474,5.3773584,0.3396226,0.0377358,443928.5714
19.16666667,210,76,0.0666666,0.1333333,0,0.1333333,0,0.0666666,0.5333333,0,0,0.6666666,0.8333333,0,305000
25.16666667,210,75,0.2082018,0.2744479,0.0157728,0.3028391,0.0851735,0.066246,0.2334384,0,0.0396039,7.18,0.46,0.01,295000
24.5,210,72,0.2737642,0.4486692,0.0266159,0.4372623,0.1064638,0.1749049,0.243346,0,0.068376,1.4486257,0.0596194,0.0272727,285833.3333
26.58333333,210,71,0.2759643,0.3293768,0.0296735,0.4035608,0.1602373,0.0534124,0.1038575,0,0.0206185,6.7078651,0.6292134,0.0337078,760000
25.5,215,74,0.2610837,0.3103448,0.0147783,0.3743842,0.1231527,0.049261,0.2561576,0.0547945,0,6.3,0.5285714,0.0428571,265000
29.25,202,71,0.2002376,0.2852049,0.0248068,0.3297682,0.0854129,0.0849673,0.1951871,0,0.0625,1.7083333,0.0833333,0.1130952,5455833.333
23.16666667,195,73,0.2930648,0.3579418,0.0402684,0.4876957,0.1610738,0.0648769,0.1767337,0.0234375,0.015625,1.8469694,0.0370817,0.0606334,335000
28.16666667,180,71,0.34,0.46,0.0490909,0.5618181,0.1890909,0.12,0.1727272,0.0785714,0.0785714,0.8905109,1.8832116,0.1532846,977666.6
34,175,71,0.2261904,0.297619,0.0119047,0.297619,0.0595238,0.0714285,0.2142857,0,0,0.5263157,0.8421052,0.1052631,298000
26.66666667,210,77,0.1612903,0.2258064,0,0.1774193,0.0967741,0.0645161,0.4193548,0,0,0.53125,0.90625,0.03125,3718750
29.25,175,71,0.283208,0.4110275,0.0300751,0.4461152,0.1428571,0.1278195,0.1403508,0.0181818,0.0363636,1.1555059,2.0580357,0.1800595,1588750
25.5,210,75,0.0689655,0.137931,0,0.0689655,0.0344827,0.0689655,0.3448275,0,0,0.5238095,1,0,241666.6667
23.83333333,220,75,0.211838,0.3021806,0.05919,0.4454828,0.1526479,0.0903426,0.2803738,0.0091743,0.0550458,0.5425531,1.8829787,0.1702127,1593750
20.66666667,215,76,0.1960784,0.2352941,0,0.2745098,0.0196078,0.0392156,0.3333333,0,0,0.46875,0.71875,0,331250
22.91666667,180,72,0.2467532,0.3116883,0.038961,0.4155844,0.1168831,0.064935,0.1688311,0,0.0294117,0.8888888,0.0555555,0.1111111,750000
29.08333333,180,74,0.2888482,0.4095063,0.0475319,0.4917733,0.1919561,0.1206581,0.2212065,0,0.0340136,7.8611111,0.6319444,0.0902777,1948200
27.75,180,70,0.3109919,0.383378,0.0214477,0.4530831,0.1447721,0.072386,0.1930294,0.1157894,0.0421052,1.3794289,0.492647,0.0980392,203000
20.83333333,190,72,0.2479784,0.309973,0.0377358,0.4366576,0.1239892,0.0619946,0.3045822,0.0086956,0.0173913,2,0.036036,0.009009,300000
26.33333333,195,73,0.3154362,0.4161073,0.0402684,0.5100671,0.1543624,0.1006711,0.1610738,0,0.0208333,1.575,0.025,0.025,2010000
32.66666667,210,74,0.1153846,0.1153846,0.0384615,0.2307692,0.0384615,0,0.6538461,0,0,0.2777777,0.7777777,0,3340900
28.58333333,190,73,0.1744186,0.3139534,0.0232558,0.2558139,0.0232558,0.1395348,0.244186,0,0,0.3888888,1.0555555,0.0555555,381250
24.25,160,71,0.2362637,0.2912087,0.010989,0.3186813,0.0714285,0.054945,0.1978021,0.0089285,0,1.3221153,1.670673,0.03125,355833.3333
23.16666667,186,74,0.1990596,0.3259332,0.0191247,0.3002333,0.1046733,0.1268735,0.2726597,0.0086206,0,1.3796296,0.0061728,0.0061728,300000
25,195,74,0.3846153,0.4102564,0,0.4615384,0.1282051,0.025641,0.3589743,0,0,0.44,0.48,0,314000
24.25,180,73,0.08,0.12,0,0.08,0,0.04,0.32,0.0714285,0,0.2666666,0.7333333,0.0666666,785625
27,165,68,0.338983,0.5084745,0.0338983,0.4576271,0.118644,0.1694915,0.0508474,0.0333333,0,0.95,2.15,0.1,226250
