Result,Late,Month,Day,Count,Fraction
1,0,4,2,93410,0.278032432
2,1,4,2,27570,0.082061387
3,1,4,2,17499,0.052085318
4,1,4,2,9345,0.027815149
5,1,4,2,3148,0.00936994
6,1,4,2,564,0.001678731
7,1,4,2,719,0.002140085
8,1,4,2,4485,0.013349486
0,0,4,3,174071,0.516859371
1,0,4,3,94037,0.279218851
2,1,4,3,28461,0.08450767
3,1,4,3,18538,0.055043856
4,1,4,3,11074,0.032881414
5,1,4,3,3941,0.011701793
6,1,4,3,624,0.001852809
7,1,4,3,797,0.002366488
8,1,4,3,5243,0.015567749
0,0,4,4,171300,0.505463312
1,0,4,4,97090,0.286488225
2,1,4,4,29626,0.087418891
3,1,4,4,19026,0.056140951
4,1,4,4,11010,0.032487747
5,1,4,4,4270,0.012599698
6,1,4,4,709,0.002092081
7,1,4,4,616,0.001817661
8,1,4,4,5250,0.015491433
0,0,4,5,177263,0.528512224
1,0,4,5,97589,0.290963029
2,1,4,5,28750,0.085718545
3,1,4,5,16534,0.049296363
4,1,4,5,8004,0.023864043
5,1,4,5,2465,0.007349434
6,1,4,5,367,0.001094216
7,1,4,5,681,0.002030411
8,1,4,5,3747,0.011171735
0,0,4,6,171411,0.509461889
1,0,4,6,96892,0.287979076
2,1,4,6,29990,0.089135248
3,1,4,6,19143,0.056896167
4,1,4,6,10543,0.031335543
5,1,4,6,3528,0.0104858
6,1,4,6,330,0.000980815
7,1,4,6,497,0.001477166
8,1,4,6,4121,0.012248295
0,0,4,7,170670,0.507012379
1,0,4,7,97955,0.290996646
2,1,4,7,29123,0.08651621
3,1,4,7,18476,0.054886979
4,1,4,7,10647,0.031629231
5,1,4,7,3467,0.010299478
6,1,4,7,485,0.001440798
7,1,4,7,640,0.001901259
8,1,4,7,5156,0.01531702
0,0,4,8,172986,0.517660226
1,0,4,8,98601,0.295063276
2,1,4,8,29882,0.089421819
3,1,4,8,17420,0.052129312
4,1,4,8,7879,0.02357789
5,1,4,8,2218,0.00663736
6,1,4,8,327,0.000978547
7,1,4,8,586,0.001753604
8,1,4,8,4270,0.012777966
0,0,4,9,178375,0.530508515
1,0,4,9,94525,0.281128619
2,1,4,9,28176,0.083798783
3,1,4,9,16651,0.049522059
4,1,4,9,8487,0.02524135
5,1,4,9,3554,0.01057002
6,1,4,9,573,0.00170417
7,1,4,9,595,0.001769601
8,1,4,9,5298,0.015756884
0,0,4,10,179696,0.534013272
1,0,4,10,94773,0.281642551
2,1,4,10,27822,0.082680289
3,1,4,10,16240,0.048261372
4,1,4,10,8131,0.024163375
5,1,4,10,2900,0.008618102
6,1,4,10,572,0.001699846
7,1,4,10,604,0.001794943
8,1,4,10,5763,0.017126249
0,0,4,11,172132,0.508533563
1,0,4,11,94414,0.278929471
2,1,4,11,29138,0.08608307
3,1,4,11,19475,0.057535444
4,1,4,11,11255,0.033250908
5,1,4,11,4214,0.012449518
6,1,4,11,583,0.00172237
7,1,4,11,762,0.002251194
8,1,4,11,6514,0.019244461
0,0,4,12,169606,0.505610408
1,0,4,12,97791,0.291523574
2,1,4,12,29980,0.089373018
3,1,4,12,18673,0.055665856
4,1,4,12,10407,0.031024183
5,1,4,12,3931,0.011718657
6,1,4,12,517,0.001541222
7,1,4,12,589,0.001755861
8,1,4,12,3954,0.011787222
0,0,4,13,181834,0.53928832
1,0,4,13,95683,0.283779295
2,1,4,13,27432,0.081358586
3,1,4,13,16181,0.047990059
4,1,4,13,8256,0.024485874
5,1,4,13,2869,0.00850896
6,1,4,13,426,0.001263443
7,1,4,13,620,0.001838813
8,1,4,13,3873,0.011486651
0,0,4,14,187910,0.558981453
1,0,4,14,95665,0.284577514
2,1,4,14,25659,0.076328589
3,1,4,14,14463,0.043023515
4,1,4,14,7016,0.020870703
5,1,4,14,1834,0.005455654
6,1,4,14,265,0.000788303
7,1,4,14,447,0.001329704
8,1,4,14,2906,0.008644564
0,0,4,15,182008,0.545949205
1,0,4,15,91020,0.273022596
2,1,4,15,26772,0.080304998
3,1,4,15,17134,0.051394959
4,1,4,15,8559,0.025673483
5,1,4,15,2861,0.008581824
6,1,4,15,373,0.001118847
7,1,4,15,706,0.00211771
8,1,4,15,3946,0.011836378
0,0,4,16,185222,0.551315022
1,0,4,16,92034,0.273940065
2,1,4,16,25409,0.075630127
3,1,4,16,15958,0.047499137
4,1,4,16,8860,0.026371873
5,1,4,16,3540,0.010536843
6,1,4,16,353,0.001050708
7,1,4,16,618,0.001839483
8,1,4,16,3970,0.011816742
0,0,4,17,183886,0.546648513
1,0,4,17,96436,0.286680857
2,1,4,17,26837,0.079779897
3,1,4,17,15260,0.045364282
4,1,4,17,7586,0.02255134
5,1,4,17,2339,0.00695328
6,1,4,17,309,0.000918582
7,1,4,17,575,0.001709336
8,1,4,17,3160,0.009393914
0,0,4,18,189081,0.558281466
1,0,4,18,96117,0.283795514
2,1,4,18,25334,0.07480129
3,1,4,18,14540,0.042930874
4,1,4,18,7460,0.022026432
5,1,4,18,2243,0.006622693
6,1,4,18,249,0.000735199
7,1,4,18,491,0.001449729
8,1,4,18,3169,0.009356805
0,0,4,19,184745,0.551597811
1,0,4,19,93047,0.277812777
2,1,4,19,25773,0.076951097
3,1,4,19,15004,0.044797822
4,1,4,19,8043,0.024014188
5,1,4,19,3436,0.010258952
6,1,4,19,437,0.001304762
7,1,4,19,583,0.001740678
8,1,4,19,3859,0.011521914
0,0,4,20,181716,0.540013016
1,0,4,20,94599,0.281123794
2,1,4,20,27228,0.080914583
3,1,4,20,16454,0.048897038
4,1,4,20,8522,0.025325183
5,1,4,20,3190,0.009479856
6,1,4,20,522,0.001551249
7,1,4,20,581,0.001726582
8,1,4,20,3691,0.010968699
0,0,4,21,182197,0.54221586
1,0,4,21,96932,0.288468349
2,1,4,21,26623,0.079229696
3,1,4,21,15364,0.045723061
4,1,4,21,7410,0.022052062
5,1,4,21,2608,0.007761373
6,1,4,21,533,0.001586201
7,1,4,21,572,0.001702264
8,1,4,21,3784,0.011261134
0,0,4,22,182185,0.545152323
1,0,4,22,93068,0.278487452
2,1,4,22,26230,0.07848805
3,1,4,22,15806,0.047296307
4,1,4,22,8547,0.025575195
5,1,4,22,3253,0.009733955
6,1,4,22,457,0.001367481
7,1,4,22,641,0.001918065
8,1,4,22,4004,0.011981172
0,0,4,23,185277,0.551373695
1,0,4,23,92084,0.274036687
2,1,4,23,25576,0.076112705
3,1,4,23,15455,0.045993191
4,1,4,23,8577,0.025524659
5,1,4,23,3574,0.010636018
6,1,4,23,562,0.00167248
7,1,4,23,733,0.002181366
8,1,4,23,4190,0.012469199
0,0,4,24,187992,0.558947706
1,0,4,24,93423,0.277770179
2,1,4,24,25499,0.075814969
3,1,4,24,15431,0.045880261
4,1,4,24,7406,0.022019909
5,1,4,24,1968,0.005851361
6,1,4,24,273,0.000811698
7,1,4,24,518,0.001540145
8,1,4,24,3822,0.011363772
0,0,4,25,188649,0.557730514
1,0,4,25,92857,0.274526673
2,1,4,25,25118,0.074260002
3,1,4,25,15247,0.045076927
4,1,4,25,8058,0.023823039
5,1,4,25,3068,0.009070375
6,1,4,25,551,0.001629002
7,1,4,25,613,0.001812301
8,1,4,25,4083,0.012071168
0,0,4,26,184682,0.551689733
1,0,4,26,92911,0.277547594
2,1,4,26,25522,0.076240377
3,1,4,26,15953,0.047655464
4,1,4,26,7852,0.02345582
5,1,4,26,2730,0.008155169
6,1,4,26,494,0.001475697
7,1,4,26,599,0.001789358
8,1,4,26,4014,0.011990787
0,0,4,27,190599,0.565887998
1,0,4,27,93899,0.278785917
2,1,4,27,25066,0.074420897
3,1,4,27,14046,0.041702542
4,1,4,27,6900,0.020486084
5,1,4,27,2497,0.007413587
6,1,4,27,292,0.000866947
7,1,4,27,438,0.001300421
8,1,4,27,3077,0.009135606
0,0,4,28,183318,0.545590909
1,0,4,28,92212,0.274441293
2,1,4,28,26185,0.07793178
3,1,4,28,16857,0.050169792
4,1,4,28,9079,0.027020914
5,1,4,28,3787,0.011270867
6,1,4,28,381,0.001133932
7,1,4,28,525,0.001562505
8,1,4,28,3655,0.010878009
0,0,4,29,190691,0.571680827
1,0,4,29,89326,0.267794293
2,1,4,29,24236,0.072658157
3,1,4,29,15077,0.045199993
4,1,4,29,7950,0.02383365
5,1,4,29,2203,0.006604469
6,1,4,29,324,0.000971334
7,1,4,29,590,0.001768787
8,1,4,29,3165,0.009488491
0,0,4,30,181417,0.540538044
1,0,4,30,93501,0.27858937
2,1,4,30,27317,0.081391919
3,1,4,30,16346,0.048703456
4,1,4,30,8169,0.02433981
5,1,4,30,3125,0.009311042
6,1,4,30,513,0.001528501
7,1,4,30,731,0.002178039
8,1,4,30,4504,0.013419819
0,0,5,1,181919,0.542597994
1,0,5,1,93725,0.279547475
2,1,5,1,26866,0.080131475
3,1,5,1,15860,0.047304593
4,1,5,1,8407,0.025075013
5,1,5,1,3090,0.009216342
6,1,5,1,415,0.001237794
7,1,5,1,622,0.001855199
8,1,5,1,4370,0.013034115
0,0,5,2,181704,0.538819664
1,0,5,2,93210,0.276402175
2,1,5,2,25803,0.076515453
3,1,5,2,16497,0.048919716
4,1,5,2,10220,0.030306086
5,1,5,2,3985,0.011817001
6,1,5,2,446,0.001322555
7,1,5,2,688,0.002040175
8,1,5,2,4673,0.013857176
0,0,5,3,184320,0.552158818
1,0,5,3,94401,0.282792668
2,1,5,3,25659,0.076865468
3,1,5,3,14898,0.044629243
4,1,5,3,7840,0.023485922
5,1,5,3,2215,0.006635372
6,1,5,3,283,0.00084777
7,1,5,3,488,0.001461879
8,1,5,3,3713,0.011122861
0,0,5,4,184270,0.549253037
1,0,5,4,94005,0.280200422
2,1,5,4,26112,0.07783196
3,1,5,4,15939,0.04750933
4,1,5,4,8015,0.023890287
5,1,5,4,2304,0.006867526
6,1,5,4,340,0.001013437
7,1,5,4,627,0.001868897
8,1,5,4,3880,0.011565104
0,0,5,5,177682,0.530544483
1,0,5,5,94418,0.281924725
2,1,5,5,28366,0.084698646
3,1,5,5,18301,0.054645347
4,1,5,5,9023,0.026941969
5,1,5,5,2314,0.006909422
6,1,5,5,282,0.00084203
7,1,5,5,634,0.001893074
8,1,5,5,3885,0.011600305
0,0,5,6,180959,0.543291531
1,0,5,6,91884,0.275862483
2,1,5,6,26618,0.079914975
3,1,5,6,16847,0.050579592
4,1,5,6,8611,0.025852726
5,1,5,6,2814,0.008448446
6,1,5,6,406,0.00121893
7,1,5,6,598,0.00179537
8,1,5,6,4342,0.013035946
0,0,5,7,181626,0.541423717
1,0,5,7,93485,0.27867704
2,1,5,7,26818,0.079943958
3,1,5,7,16680,0.049722769
4,1,5,7,9213,0.027463781
5,1,5,7,2900,0.008644846
6,1,5,7,297,0.000885351
7,1,5,7,443,0.001320575
8,1,5,7,3998,0.011917963
0,0,5,8,188306,0.561015576
1,0,5,8,92169,0.274596904
2,1,5,8,24996,0.074469987
3,1,5,8,14797,0.044084349
4,1,5,8,7593,0.022621644
5,1,5,8,2501,0.00745117
6,1,5,8,396,0.001179793
7,1,5,8,743,0.002213602
8,1,5,8,4151,0.012366975
0,0,5,9,181265,0.537078299
1,0,5,9,94234,0.279210197
2,1,5,9,26271,0.077839539
3,1,5,9,16524,0.04895971
4,1,5,9,9184,0.027211691
5,1,5,9,3796,0.011247341
6,1,5,9,632,0.001872581
7,1,5,9,691,0.002047395
8,1,5,9,4905,0.014533247
0,0,5,10,173563,0.519671483
1,0,5,10,91772,0.274777985
2,1,5,10,28103,0.084144246
3,1,5,10,18781,0.056232896
4,1,5,10,10101,0.030243783
5,1,5,10,3898,0.011671148
6,1,5,10,836,0.002503099
7,1,5,10,759,0.00227255
8,1,5,10,6173,0.018482811
0,0,5,11,174156,0.518457215
1,0,5,11,94612,0.281657101
2,1,5,11,27783,0.082709162
3,1,5,11,18001,0.05358844
4,1,5,11,10519,0.031314749
5,1,5,11,4339,0.012917074
6,1,5,11,395,0.001175903
7,1,5,11,731,0.002176165
8,1,5,11,5376,0.016004192
0,0,5,12,175628,0.524089033
1,0,5,12,95408,0.284705665
2,1,5,12,27241,0.081289483
3,1,5,12,17262,0.05151129
4,1,5,12,10041,0.029963206
5,1,5,12,3976,0.011864725
6,1,5,12,558,0.00166512
7,1,5,12,719,0.002145558
8,1,5,12,4278,0.012765919
0,0,5,13,185219,0.556403694
1,0,5,13,92617,0.278224377
2,1,5,13,23891,0.071769314
3,1,5,13,14319,0.043014726
4,1,5,13,7827,0.023512554
5,1,5,13,3115,0.009357558
6,1,5,13,664,0.001994677
7,1,5,13,626,0.001880524
8,1,5,13,4608,0.013842577
0,0,5,14,185245,0.552386433
1,0,5,14,93913,0.280041389
2,1,5,14,24559,0.073233061
3,1,5,14,15013,0.044767619
4,1,5,14,8496,0.025334423
5,1,5,14,3100,0.009243963
6,1,5,14,386,0.001151023
7,1,5,14,663,0.001977015
8,1,5,14,3979,0.011865074
0,0,5,15,178036,0.530959411
1,0,5,15,95959,0.286179953
2,1,5,15,27541,0.082135934
3,1,5,15,17068,0.05090215
4,1,5,15,9118,0.027192747
5,1,5,15,3040,0.009066237
6,1,5,15,306,0.000912588
7,1,5,15,597,0.001780442
8,1,5,15,3645,0.010870538
0,0,5,16,174760,0.518155915
1,0,5,16,96216,0.285276319
2,1,5,16,28375,0.08413066
3,1,5,16,18184,0.053914781
4,1,5,16,10238,0.030355232
5,1,5,16,4038,0.011972497
6,1,5,16,570,0.001690026
7,1,5,16,798,0.002366036
8,1,5,16,4094,0.012138535
0,0,5,17,170609,0.510817624
1,0,5,17,93472,0.279862991
2,1,5,17,28523,0.085400249
3,1,5,17,19542,0.058510383
4,1,5,17,10919,0.0326924
5,1,5,17,4305,0.01288953
6,1,5,17,738,0.002209634
7,1,5,17,783,0.002344368
8,1,5,17,5101,0.015272821
0,0,5,18,170510,0.507990323
1,0,5,18,96110,0.286334819
2,1,5,18,28839,0.085918321
3,1,5,18,18706,0.055729676
4,1,5,18,10408,0.031007937
5,1,5,18,3892,0.011595205
6,1,5,18,839,0.002499583
7,1,5,18,777,0.00231487
8,1,5,18,5575,0.016609267
0,0,5,19,172170,0.513978655
1,0,5,19,95010,0.283633107
2,1,5,19,28621,0.085442197
3,1,5,19,18638,0.055639973
4,1,5,19,10160,0.030330622
5,1,5,19,4165,0.012433764
6,1,5,19,688,0.002053885
7,1,5,19,736,0.002197179
8,1,5,19,4787,0.014290619
0,0,5,20,180832,0.542436332
1,0,5,20,95502,0.286474488
2,1,5,20,26374,0.079113298
3,1,5,20,15375,0.046119927
4,1,5,20,8020,0.024057354
5,1,5,20,2910,0.00872904
6,1,5,20,355,0.001064883
7,1,5,20,545,0.00163482
8,1,5,20,3457,0.010369859
0,0,5,21,182324,0.543098081
1,0,5,21,95949,0.285808329
2,1,5,21,26570,0.079145455
3,1,5,21,15724,0.046837905
4,1,5,21,7767,0.023135971
5,1,5,21,2752,0.008197527
6,1,5,21,424,0.001262991
7,1,5,21,527,0.001569803
8,1,5,21,3674,0.010943937
0,0,5,22,179179,0.534032147
1,0,5,22,96475,0.287537889
2,1,5,22,26874,0.080096328
3,1,5,22,16714,0.049815064
4,1,5,22,9167,0.027321688
5,1,5,22,2807,0.008366093
6,1,5,22,367,0.001093821
7,1,5,22,534,0.001591555
8,1,5,22,3404,0.010145416
0,0,5,23,177726,0.52848872
1,0,5,23,97251,0.289187043
2,1,5,23,27997,0.083252302
3,1,5,23,17897,0.05321879
4,1,5,23,9248,0.027499993
5,1,5,23,2511,0.007466748
6,1,5,23,352,0.001046713
7,1,5,23,617,0.001834721
8,1,5,23,2692,0.008004972
0,0,5,24,172080,0.521149752
1,0,5,24,91945,0.278458356
2,1,5,24,27508,0.083308853
3,1,5,24,17641,0.053426329
4,1,5,24,9908,0.030006693
5,1,5,24,4620,0.013991817
6,1,5,24,944,0.002858934
7,1,5,24,779,0.002359226
8,1,5,24,4768,0.01444004
0,0,5,25,171625,0.523767525
1,0,5,25,89724,0.273820932
2,1,5,25,27852,0.084999115
3,1,5,25,19589,0.059781978
4,1,5,25,11008,0.033594365
5,1,5,25,3557,0.010855301
6,1,5,25,472,0.001440456
7,1,5,25,580,0.001770052
8,1,5,25,3267,0.009970275
0,0,5,26,177391,0.543427381
1,0,5,26,91146,0.27922066
2,1,5,26,26156,0.080127439
3,1,5,26,16368,0.05014245
4,1,5,26,8979,0.027506663
5,1,5,26,2863,0.00877064
6,1,5,26,433,0.001326471
7,1,5,26,471,0.001442882
8,1,5,26,2623,0.008035413
0,0,5,27,183889,0.569497394
1,0,5,27,87962,0.272415043
2,1,5,27,23027,0.071313763
3,1,5,27,13379,0.041434265
4,1,5,27,7415,0.022963979
5,1,5,27,2816,0.008721047
6,1,5,27,601,0.001861275
7,1,5,27,776,0.002403243
8,1,5,27,3032,0.009389991
0,0,5,28,190793,0.587603212
1,0,5,28,83481,0.257104316
2,1,5,28,23013,0.070875308
3,1,5,28,14076,0.043351186
4,1,5,28,7366,0.022685765
5,1,5,28,2431,0.00748698
6,1,5,28,268,0.000825385
7,1,5,28,570,0.001755483
8,1,5,28,2699,0.008312365
0,0,5,29,195956,0.599815118
1,0,5,29,82552,0.252689061
2,1,5,29,21542,0.065939381
3,1,5,29,12950,0.03963954
4,1,5,29,6917,0.021172718
5,1,5,29,2639,0.008077896
6,1,5,29,523,0.001600886
7,1,5,29,639,0.001955959
8,1,5,29,2976,0.009109442
0,0,5,30,192947,0.582720755
1,0,5,30,86316,0.260683632
2,1,5,30,22337,0.06746015
3,1,5,30,13563,0.040961723
4,1,5,30,7238,0.021859541
5,1,5,30,3128,0.009446897
6,1,5,30,465,0.00140435
7,1,5,30,724,0.002186558
8,1,5,30,4396,0.013276394
0,0,5,31,180315,0.544736914
1,0,5,31,87818,0.265300759
2,1,5,31,24100,0.072806808
3,1,5,31,16502,0.049853027
4,1,5,31,11385,0.03439442
5,1,5,31,5062,0.015292451
6,1,5,31,709,0.00214191
7,1,5,31,825,0.002492349
8,1,5,31,4297,0.012981363
0,0,6,1,177244,0.525586319
1,0,6,1,92571,0.274503234
2,1,6,1,27471,0.081460483
3,1,6,1,17985,0.053331396
4,1,6,1,10994,0.032600799
5,1,6,1,4587,0.013601952
6,1,6,1,753,0.002232891
7,1,6,1,886,0.002627279
8,1,6,1,4740,0.014055647
0,0,6,2,181798,0.539613658
1,0,6,2,92287,0.273926697
2,1,6,2,26616,0.079001733
3,1,6,2,16737,0.04967884
4,1,6,2,9075,0.026936457
5,1,6,2,3738,0.011095149
6,1,6,2,584,0.001733431
7,1,6,2,788,0.002338945
8,1,6,2,5281,0.015675088
0,0,6,3,179396,0.535296329
1,0,6,3,92650,0.276456582
2,1,6,3,26569,0.079278736
3,1,6,3,17281,0.051564449
4,1,6,3,10233,0.030534055
5,1,6,3,3626,0.010819553
6,1,6,3,359,0.001071213
7,1,6,3,690,0.002058878
8,1,6,3,4330,0.012920205
0,0,6,4,174580,0.51724189
1,0,6,4,93359,0.276602048
2,1,6,4,28077,0.083185935
3,1,6,4,18988,0.05625724
4,1,6,4,10943,0.032421686
5,1,6,4,4907,0.014538355
6,1,6,4,841,0.002491697
7,1,6,4,959,0.002841305
8,1,6,4,4867,0.014419844
0,0,6,5,176566,0.522404708
1,0,6,5,95938,0.283851154
2,1,6,5,28050,0.082991358
3,1,6,5,17977,0.053188436
4,1,6,5,10442,0.030894679
5,1,6,5,3529,0.01044123
6,1,6,5,480,0.001420173
7,1,6,5,665,0.001967531
8,1,6,5,4340,0.012840731
0,0,6,6,174576,0.512593445
1,0,6,6,95504,0.280420702
2,1,6,6,29202,0.08574348
3,1,6,6,19089,0.056049493
4,1,6,6,10734,0.031517379
5,1,6,6,4176,0.012261652
6,1,6,6,908,0.002666087
7,1,6,6,833,0.002445871
8,1,6,6,5552,0.01630189
0,0,6,7,174876,0.516589862
1,0,6,7,97101,0.286839773
2,1,6,7,28921,0.085433652
3,1,6,7,18188,0.053727992
4,1,6,7,9923,0.029312891
5,1,6,7,3637,0.010743826
6,1,6,7,507,0.001497696
7,1,6,7,650,0.001920123
8,1,6,7,4717,0.013934184
0,0,6,8,168580,0.496216124
1,0,6,8,97416,0.286744513
2,1,6,8,30004,0.088316933
3,1,6,8,19884,0.058528659
4,1,6,8,11304,0.033273384
5,1,6,8,5108,0.015035425
6,1,6,8,1035,0.003046528
7,1,6,8,980,0.002884635
8,1,6,8,5420,0.015953799
0,0,6,9,167453,0.49256967
1,0,6,9,96047,0.282526077
2,1,6,9,30720,0.090364104
3,1,6,9,20718,0.060942822
4,1,6,9,12748,0.03749875
5,1,6,9,5112,0.015037152
6,1,6,9,841,0.002473835
7,1,6,9,958,0.002817995
8,1,6,9,5361,0.015769595
0,0,6,10,168260,0.496443229
1,0,6,10,96476,0.284647908
2,1,6,10,29921,0.088280505
3,1,6,10,19822,0.05848388
4,1,6,10,11744,0.034650121
5,1,6,10,5188,0.01530695
6,1,6,10,946,0.002791129
7,1,6,10,916,0.002702615
8,1,6,10,5658,0.016693663
0,0,6,11,166117,0.486714151
1,0,6,11,95544,0.27993894
2,1,6,11,30722,0.090013859
3,1,6,11,22698,0.066503957
4,1,6,11,13722,0.040204745
5,1,6,11,5157,0.015109741
6,1,6,11,857,0.002510965
7,1,6,11,991,0.002903578
8,1,6,11,5495,0.016100064
0,0,6,12,160783,0.470586686
1,0,6,12,97034,0.284003337
2,1,6,12,31567,0.09239167
3,1,6,12,22701,0.066442275
4,1,6,12,14696,0.043012893
5,1,6,12,6185,0.018102527
6,1,6,12,1114,0.003260504
7,1,6,12,1169,0.00342148
8,1,6,12,6416,0.018778628
0,0,6,13,158876,0.462305767
1,0,6,13,96063,0.279529186
2,1,6,13,31480,0.091602165
3,1,6,13,24103,0.070136181
4,1,6,13,16411,0.047753594
5,1,6,13,6931,0.020168189
6,1,6,13,1122,0.003264855
7,1,6,13,1319,0.003838096
8,1,6,13,7355,0.021401967
0,0,6,14,156850,0.460124499
1,0,6,14,98171,0.287987773
2,1,6,14,32657,0.095800356
3,1,6,14,24172,0.070909336
4,1,6,14,14729,0.043207993
5,1,6,14,5752,0.016873676
6,1,6,14,1069,0.003135946
7,1,6,14,1017,0.002983402
8,1,6,14,6469,0.018977019
0,0,6,15,161349,0.471485679
1,0,6,15,100548,0.29381615
2,1,6,15,32682,0.095501645
3,1,6,15,22289,0.06513176
4,1,6,15,12733,0.037207712
5,1,6,15,4842,0.014149041
6,1,6,15,804,0.002349407
7,1,6,15,762,0.002226677
8,1,6,15,6205,0.018131929
0,0,6,16,157079,0.459402784
1,0,6,16,99119,0.289889448
2,1,6,16,33635,0.098370964
3,1,6,16,23641,0.069141905
4,1,6,16,14389,0.042082943
5,1,6,16,6245,0.018264506
6,1,6,16,1193,0.00348912
7,1,6,16,1056,0.003088442
8,1,6,16,5563,0.016269888
0,0,6,17,164897,0.48415814
1,0,6,17,98135,0.288136589
2,1,6,17,30622,0.089910008
3,1,6,17,20454,0.060055493
4,1,6,17,12953,0.038031622
5,1,6,17,5512,0.016183919
6,1,6,17,1184,0.003476372
7,1,6,17,990,0.002906763
8,1,6,17,5838,0.017141095
0,0,6,18,167947,0.491315884
1,0,6,18,97829,0.28619113
2,1,6,18,31312,0.09160082
3,1,6,18,21472,0.062814666
4,1,6,18,11756,0.034391264
5,1,6,18,4623,0.013524227
6,1,6,18,814,0.002381294
7,1,6,18,936,0.002738195
8,1,6,18,5142,0.015042521
0,0,6,19,162594,0.475252908
1,0,6,19,98976,0.289301154
2,1,6,19,31719,0.092712812
3,1,6,19,21954,0.064170279
4,1,6,19,13665,0.039942009
5,1,6,19,5601,0.016371401
6,1,6,19,893,0.002610188
7,1,6,19,1027,0.003001862
8,1,6,19,5692,0.016637389
0,0,6,20,165188,0.479559192
1,0,6,20,102260,0.296872188
2,1,6,20,32779,0.095161094
3,1,6,20,21832,0.063380731
4,1,6,20,12160,0.035301837
5,1,6,20,4229,0.012277259
6,1,6,20,605,0.001756382
7,1,6,20,816,0.002368939
8,1,6,20,4589,0.013322379
0,0,6,21,158058,0.462403969
1,0,6,21,100591,0.294282337
2,1,6,21,33558,0.098175052
3,1,6,21,23298,0.068159079
4,1,6,21,13527,0.039573691
5,1,6,21,5681,0.016619956
6,1,6,21,848,0.002480852
7,1,6,21,1072,0.003136172
8,1,6,21,5185,0.015168891
0,0,6,22,156199,0.455865142
1,0,6,22,98611,0.287795169
2,1,6,22,32826,0.095802337
3,1,6,22,23265,0.067898658
4,1,6,22,15881,0.046348532
5,1,6,22,7280,0.021246604
6,1,6,22,1174,0.003426307
7,1,6,22,1299,0.003791118
8,1,6,22,6108,0.017826134
0,0,6,23,163431,0.477526333
1,0,6,23,100985,0.2950664
2,1,6,23,32499,0.09495829
3,1,6,23,21476,0.062750369
4,1,6,23,12599,0.03681281
5,1,6,23,4921,0.014378588
6,1,6,23,604,0.001764818
7,1,6,23,892,0.00260632
8,1,6,23,4838,0.014136072
0,0,6,24,166156,0.487785975
1,0,6,24,99799,0.292981009
2,1,6,24,32133,0.094333197
3,1,6,24,21750,0.063851711
4,1,6,24,11661,0.034233324
5,1,6,24,3595,0.010553881
6,1,6,24,497,0.001459048
7,1,6,24,796,0.002336826
8,1,6,24,4246,0.012465028
0,0,6,25,156053,0.455436385
1,0,6,25,98109,0.286328416
2,1,6,25,32985,0.096265814
3,1,6,25,24553,0.071657255
4,1,6,25,15604,0.045539844
5,1,6,25,7249,0.021156007
6,1,6,25,1240,0.003618906
7,1,6,25,1286,0.003753156
8,1,6,25,5566,0.016244218
0,0,6,26,149808,0.437779077
1,0,6,26,99469,0.290675044
2,1,6,26,34291,0.100207481
3,1,6,26,25359,0.074105786
4,1,6,26,16996,0.049666861
5,1,6,26,7088,0.020713033
6,1,6,26,1141,0.003334307
7,1,6,26,1309,0.003825248
8,1,6,26,6739,0.019693162
0,0,6,27,150108,0.435497067
1,0,6,27,99638,0.289072246
2,1,6,27,34052,0.09879251
3,1,6,27,25026,0.072606054
4,1,6,27,16660,0.048334407
5,1,6,27,8559,0.024831584
6,1,6,27,1665,0.004830539
7,1,6,27,1343,0.003896345
8,1,6,27,7631,0.022139247
0,0,6,28,148394,0.433909466
1,0,6,28,100366,0.293473843
2,1,6,28,35193,0.102905615
3,1,6,28,25557,0.0747296
4,1,6,28,17276,0.050515654
5,1,6,28,6796,0.019871752
6,1,6,28,1112,0.003251529
7,1,6,28,1053,0.00307901
8,1,6,28,6246,0.018263532
0,0,6,29,155832,0.45469851
1,0,6,29,99617,0.29067009
2,1,6,29,34263,0.099975198
3,1,6,29,24134,0.070420028
4,1,6,29,14664,0.042787739
5,1,6,29,6357,0.01854894
6,1,6,29,1230,0.003588988
7,1,6,29,995,0.002903287
8,1,6,29,5623,0.016407219
0,0,6,30,154240,0.450680521
1,0,6,30,99924,0.291972253
2,1,6,30,35701,0.104316295
3,1,6,30,25213,0.073670954
4,1,6,30,15032,0.04392265
5,1,6,30,5635,0.01646515
6,1,6,30,779,0.002276194
7,1,6,30,931,0.002720329
8,1,6,30,4783,0.013975654
0,0,7,1,161898,0.475255023
1,0,7,1,98853,0.290185085
2,1,7,1,31880,0.093584418
3,1,7,1,21669,0.063609811
4,1,7,1,12998,0.038155906
5,1,7,1,5868,0.017225639
6,1,7,1,1142,0.003352365
7,1,7,1,974,0.002859198
8,1,7,1,5373,0.015772556
0,0,7,2,174994,0.519867028
1,0,7,2,93936,0.279062306
2,1,7,2,27960,0.083062746
3,1,7,2,18449,0.054807747
4,1,7,2,10509,0.031219828
5,1,7,2,4561,0.013549685
6,1,7,2,787,0.002337996
7,1,7,2,986,0.00292918
8,1,7,2,4431,0.013163484
0,0,7,3,186084,0.578936234
1,0,7,3,83262,0.259041017
2,1,7,3,22983,0.071503684
3,1,7,3,14653,0.045587759
