Result,Late,Month,Day,Count,Fraction
4,1,7,3,7663,0.023840784
5,1,7,3,2584,0.008039225
6,1,7,3,371,0.001154239
7,1,7,3,578,0.001798248
8,1,7,3,3246,0.01009881
0,0,7,4,206917,0.687802073
1,0,7,4,62023,0.206167439
2,1,7,4,13396,0.044528949
3,1,7,4,8460,0.028121447
4,1,7,4,4932,0.016394206
5,1,7,4,1724,0.005730659
6,1,7,4,222,0.000737939
7,1,7,4,519,0.001725181
8,1,7,4,2645,0.008792107
0,0,7,5,180394,0.548005213
1,0,7,5,85601,0.260040768
2,1,7,5,24810,0.075368412
3,1,7,5,17324,0.052627262
4,1,7,5,11427,0.034713214
5,1,7,5,4334,0.013165929
6,1,7,5,495,0.001503723
7,1,7,5,834,0.002533545
8,1,7,5,3964,0.012041934
0,0,7,6,183149,0.534513755
1,0,7,6,93789,0.273719816
2,1,7,6,26036,0.075985128
3,1,7,6,17611,0.051397069
4,1,7,6,10777,0.031452286
5,1,7,6,4887,0.014262533
6,1,7,6,769,0.002244299
7,1,7,6,916,0.002673313
8,1,7,6,4712,0.013751802
0,0,7,7,172379,0.501317427
1,0,7,7,97125,0.28246164
2,1,7,7,29534,0.085891605
3,1,7,7,20206,0.058763654
4,1,7,7,12600,0.036643672
5,1,7,7,5428,0.015785861
6,1,7,7,799,0.002323674
7,1,7,7,973,0.002829706
8,1,7,7,4808,0.01398276
0,0,7,8,170180,0.49758779
1,0,7,8,97508,0.285102775
2,1,7,8,30195,0.088286892
3,1,7,8,20832,0.0609105
4,1,7,8,11979,0.035025292
5,1,7,8,4752,0.013894331
6,1,7,8,749,0.002189994
7,1,7,8,911,0.002663665
8,1,7,8,4904,0.014338762
0,0,7,9,168478,0.49156642
1,0,7,9,96747,0.282277665
2,1,7,9,30379,0.088636476
3,1,7,9,20751,0.060544966
4,1,7,9,13637,0.039788526
5,1,7,9,5515,0.016091055
6,1,7,9,848,0.0024742
7,1,7,9,910,0.002655097
8,1,7,9,5472,0.015965595
0,0,7,10,172243,0.500937934
1,0,7,10,97610,0.283881213
2,1,7,10,28840,0.083875978
3,1,7,10,19071,0.05546459
4,1,7,10,11826,0.034393804
5,1,7,10,6107,0.017761116
6,1,7,10,1095,0.003184611
7,1,7,10,1002,0.002914138
8,1,7,10,6047,0.017586617
0,0,7,11,174866,0.504475967
1,0,7,11,98133,0.283106722
2,1,7,11,29898,0.086253603
3,1,7,11,20885,0.060251739
4,1,7,11,12399,0.035770233
5,1,7,11,4010,0.011568565
6,1,7,11,505,0.001456889
7,1,7,11,790,0.002279094
8,1,7,11,5143,0.014837189
0,0,7,12,171918,0.500411872
1,0,7,12,97007,0.282364002
2,1,7,12,30427,0.088565665
3,1,7,12,21163,0.061600394
4,1,7,12,12346,0.035936231
5,1,7,12,4524,0.013168274
6,1,7,12,686,0.001996781
7,1,7,12,803,0.00233734
8,1,7,12,4679,0.013619442
0,0,7,13,175282,0.508610709
1,0,7,13,98337,0.285341628
2,1,7,13,29470,0.085512247
3,1,7,13,19374,0.056216975
4,1,7,13,10591,0.030731598
5,1,7,13,4411,0.012799271
6,1,7,13,1218,0.003534235
7,1,7,13,803,0.002330042
8,1,7,13,5143,0.014923294
0,0,7,14,163758,0.476317627
1,0,7,14,95874,0.27886562
2,1,7,14,30722,0.089360093
3,1,7,14,22503,0.065453752
4,1,7,14,15522,0.045148342
5,1,7,14,6354,0.018481675
6,1,7,14,1260,0.003664921
7,1,7,14,1106,0.003216987
8,1,7,14,6701,0.019490983
0,0,7,15,169670,0.495379629
1,0,7,15,97321,0.284144757
2,1,7,15,30721,0.089695041
3,1,7,15,21431,0.062571349
4,1,7,15,12046,0.035170289
5,1,7,15,4676,0.013652355
6,1,7,15,698,0.002037926
7,1,7,15,879,0.002566386
8,1,7,15,5063,0.014782266
0,0,7,16,177435,0.515697478
1,0,7,16,97131,0.282301754
2,1,7,16,29239,0.084980295
3,1,7,16,19396,0.056372578
4,1,7,16,10639,0.030921213
5,1,7,16,4272,0.01241615
6,1,7,16,638,0.001854285
7,1,7,16,794,0.002307683
8,1,7,16,4524,0.013148564
0,0,7,17,170294,0.494750176
1,0,7,17,98351,0.285736283
2,1,7,17,30029,0.087242375
3,1,7,17,20380,0.059209418
4,1,7,17,12553,0.036469864
5,1,7,17,5490,0.015949936
6,1,7,17,990,0.002876218
7,1,7,17,984,0.002858786
8,1,7,17,5131,0.014906944
0,0,7,18,163387,0.471493171
1,0,7,18,98025,0.282875125
2,1,7,18,32275,0.093137411
3,1,7,18,23046,0.066504873
4,1,7,18,14507,0.041863499
5,1,7,18,6381,0.018413937
6,1,7,18,1002,0.002891516
7,1,7,18,1224,0.003532152
8,1,7,18,6684,0.019288318
0,0,7,19,161168,0.468972421
1,0,7,19,97826,0.2846576
2,1,7,19,31601,0.091953722
3,1,7,19,23384,0.068043601
4,1,7,19,15260,0.044404095
5,1,7,19,6384,0.018576392
6,1,7,19,927,0.002697418
7,1,7,19,1170,0.003404508
8,1,7,19,5942,0.017290244
0,0,7,20,164709,0.478862306
1,0,7,20,96553,0.280710782
2,1,7,20,32354,0.094063537
3,1,7,20,23932,0.06957806
4,1,7,20,13863,0.040304222
5,1,7,20,5314,0.015449516
6,1,7,20,1048,0.003046875
7,1,7,20,744,0.002163049
8,1,7,20,5442,0.015821653
0,0,7,21,161071,0.468784288
1,0,7,21,97076,0.282531949
2,1,7,21,32905,0.095767376
3,1,7,21,24676,0.071817528
4,1,7,21,14539,0.042314599
5,1,7,21,5591,0.016272159
6,1,7,21,1005,0.002924972
7,1,7,21,1135,0.003303327
8,1,7,21,5595,0.016283801
0,0,7,22,161161,0.470673617
1,0,7,22,97214,0.283915247
2,1,7,22,31881,0.093109038
3,1,7,22,22642,0.066126371
4,1,7,22,14486,0.042306625
5,1,7,22,6666,0.019468174
6,1,7,22,991,0.002894233
7,1,7,22,1226,0.003580555
8,1,7,22,6138,0.01792614
0,0,7,23,158739,0.461091359
1,0,7,23,96111,0.279174945
2,1,7,23,32291,0.093796112
3,1,7,23,23971,0.069628894
4,1,7,23,14983,0.043521326
5,1,7,23,7078,0.020559564
6,1,7,23,1657,0.004813111
7,1,7,23,1330,0.003863269
8,1,7,23,8108,0.023551419
0,0,7,24,172393,0.5006418
1,0,7,24,100156,0.290860302
2,1,7,24,30927,0.089814256
3,1,7,24,20611,0.059855842
4,1,7,24,10923,0.031721186
5,1,7,24,3367,0.009778013
6,1,7,24,494,0.001434612
7,1,7,24,543,0.001576911
8,1,7,24,4930,0.014317078
0,0,7,25,170643,0.492562904
1,0,7,25,100727,0.290749598
2,1,7,25,30914,0.089233602
3,1,7,25,21186,0.061153623
4,1,7,25,12175,0.035143272
5,1,7,25,4567,0.013182696
6,1,7,25,533,0.00153851
7,1,7,25,858,0.002476626
8,1,7,25,4836,0.013959167
0,0,7,26,165238,0.480600088
1,0,7,26,98212,0.285652791
2,1,7,26,31349,0.091179584
3,1,7,26,22504,0.065453615
4,1,7,26,13329,0.038767829
5,1,7,26,5483,0.015947484
6,1,7,26,902,0.002623496
7,1,7,26,1085,0.003155758
8,1,7,26,5714,0.016619355
0,0,7,27,164264,0.476678826
1,0,7,27,95425,0.27691446
2,1,7,27,30865,0.089567355
3,1,7,27,22065,0.064030574
4,1,7,27,14396,0.041775851
5,1,7,27,7494,0.02174689
6,1,7,27,1741,0.00505222
7,1,7,27,1134,0.003290762
8,1,7,27,7217,0.020943062
0,0,7,28,165969,0.482362857
1,0,7,28,96743,0.28116835
2,1,7,28,30800,0.089515367
3,1,7,28,22066,0.064131367
4,1,7,28,13358,0.038822931
5,1,7,28,5986,0.01739737
6,1,7,28,1201,0.003490518
7,1,7,28,1080,0.003138851
8,1,7,28,6872,0.01997239
0,0,7,29,168861,0.493188974
1,0,7,29,97498,0.284760475
2,1,7,29,30098,0.087906632
3,1,7,29,20814,0.060791037
4,1,7,29,12347,0.036061638
5,1,7,29,5211,0.015219664
6,1,7,29,928,0.002710391
7,1,7,29,920,0.002687026
8,1,7,29,5709,0.016674163
0,0,7,30,169434,0.492110101
1,0,7,30,98026,0.284710181
2,1,7,30,31212,0.090653237
3,1,7,30,21647,0.062872312
4,1,7,30,12480,0.036247353
5,1,7,30,4585,0.013316836
6,1,7,30,650,0.001887883
7,1,7,30,828,0.002404872
8,1,7,30,5439,0.015797224
0,0,7,31,165368,0.48019467
1,0,7,31,98383,0.285684003
2,1,7,31,31818,0.09239293
3,1,7,31,22170,0.064377122
4,1,7,31,13241,0.038449141
5,1,7,31,5784,0.016795547
6,1,7,31,858,0.002491456
7,1,7,31,843,0.002447899
8,1,7,31,5912,0.017167232
0,0,8,1,163768,0.472239684
1,0,8,1,100733,0.29047262
2,1,8,1,32403,0.09343695
3,1,8,1,22004,0.063450503
4,1,8,1,13921,0.040142449
5,1,8,1,6055,0.017460134
6,1,8,1,894,0.002577929
7,1,8,1,885,0.002551977
8,1,8,1,6127,0.017667753
0,0,8,2,166101,0.482910704
1,0,8,2,99224,0.288477082
2,1,8,2,32027,0.093113113
3,1,8,2,21476,0.062437856
4,1,8,2,12161,0.035356061
5,1,8,2,4756,0.01382727
6,1,8,2,892,0.00259334
7,1,8,2,967,0.00281139
8,1,8,2,6354,0.018473186
0,0,8,3,165982,0.481059838
1,0,8,3,99559,0.288548375
2,1,8,3,32233,0.093419779
3,1,8,3,22362,0.064811004
4,1,8,3,12417,0.035987758
5,1,8,3,4638,0.013442154
6,1,8,3,943,0.002733064
7,1,8,3,1057,0.003063466
8,1,8,3,5843,0.016934563
0,0,8,4,159510,0.463633906
1,0,8,4,100032,0.290754353
2,1,8,4,33264,0.096685589
3,1,8,4,24329,0.070714998
4,1,8,4,13951,0.040550164
5,1,8,4,5239,0.015227748
6,1,8,4,1005,0.002921146
7,1,8,4,920,0.002674084
8,1,8,4,5793,0.016838012
0,0,8,5,165902,0.484171942
1,0,8,5,98320,0.286939189
2,1,8,5,31686,0.092473099
3,1,8,5,22284,0.065034102
4,1,8,5,12767,0.037259486
5,1,8,5,4642,0.013547312
6,1,8,5,734,0.002142121
7,1,8,5,836,0.0024398
8,1,8,5,5480,0.015992949
0,0,8,6,173905,0.505147183
1,0,8,6,99825,0.289964737
2,1,8,6,30542,0.088716283
3,1,8,6,20050,0.058239849
4,1,8,6,10835,0.031472757
5,1,8,6,3759,0.010918882
6,1,8,6,470,0.001365223
7,1,8,6,723,0.00210012
8,1,8,6,4157,0.012074965
0,0,8,7,170656,0.495055422
1,0,8,7,99012,0.287223581
2,1,8,7,30991,0.089901689
3,1,8,7,20921,0.060689659
4,1,8,7,12469,0.036171281
5,1,8,7,4476,0.012984413
6,1,8,7,567,0.001644808
7,1,8,7,967,0.002805167
8,1,8,7,4662,0.01352398
0,0,8,8,172498,0.497050798
1,0,8,8,100246,0.288857577
2,1,8,8,30661,0.088349282
3,1,8,8,20588,0.059324061
4,1,8,8,12643,0.036430644
5,1,8,8,4348,0.012528707
6,1,8,8,616,0.001774996
7,1,8,8,844,0.002431975
8,1,8,8,4599,0.01325196
0,0,8,9,166584,0.483735517
1,0,8,9,100125,0.290748323
2,1,8,9,32090,0.093184656
3,1,8,9,21850,0.063449197
4,1,8,9,12792,0.037146093
5,1,8,9,4633,0.013453553
6,1,8,9,925,0.002686064
7,1,8,9,715,0.002076255
8,1,8,9,4656,0.013520341
0,0,8,10,162178,0.470237905
1,0,8,10,99411,0.288243907
2,1,8,10,32289,0.093622512
3,1,8,10,22168,0.064276498
4,1,8,10,13725,0.039795874
5,1,8,10,6307,0.018287255
6,1,8,10,1379,0.003998434
7,1,8,10,1060,0.003073488
8,1,8,10,6368,0.018464126
0,0,8,11,165075,0.479820367
1,0,8,11,99237,0.288450303
2,1,8,11,31588,0.09181624
3,1,8,11,21425,0.062275641
4,1,8,11,12701,0.036917755
5,1,8,11,5785,0.01681515
6,1,8,11,1237,0.003595564
7,1,8,11,1062,0.003086895
8,1,8,11,5925,0.017222085
0,0,8,12,166022,0.484639546
1,0,8,12,99568,0.290651783
2,1,8,12,32754,0.095613134
3,1,8,12,22131,0.064603232
4,1,8,12,12396,0.036185516
5,1,8,12,4130,0.012056001
6,1,8,12,519,0.001515028
7,1,8,12,668,0.001949978
8,1,8,12,4380,0.012785783
0,0,8,13,169238,0.491756502
1,0,8,13,100283,0.291393288
2,1,8,13,32019,0.09303792
3,1,8,13,20952,0.06088043
4,1,8,13,10543,0.030634898
5,1,8,13,4009,0.01164899
6,1,8,13,736,0.002138602
7,1,8,13,874,0.00253959
8,1,8,13,5496,0.015969781
0,0,8,14,166246,0.483028933
1,0,8,14,98596,0.286471378
2,1,8,14,31715,0.092148158
3,1,8,14,20842,0.060556579
4,1,8,14,12540,0.036435059
5,1,8,14,5214,0.015149314
6,1,8,14,1157,0.003361672
7,1,8,14,1177,0.003419782
8,1,8,14,6687,0.019429126
0,0,8,15,167394,0.483319955
1,0,8,15,100720,0.290810817
2,1,8,15,32816,0.094750276
3,1,8,15,21644,0.062493143
4,1,8,15,12167,0.035130016
5,1,8,15,4451,0.012851459
6,1,8,15,648,0.001870983
7,1,8,15,895,0.002584151
8,1,8,15,5607,0.0161892
0,0,8,16,165307,0.48162025
1,0,8,16,99429,0.289685372
2,1,8,16,32439,0.094510694
3,1,8,16,21896,0.063793772
4,1,8,16,12670,0.036913915
5,1,8,16,5046,0.014701469
6,1,8,16,756,0.002202598
7,1,8,16,976,0.002843566
8,1,8,16,4712,0.013728364
0,0,8,17,170200,0.494428241
1,0,8,17,97407,0.282965756
2,1,8,17,31423,0.091283306
3,1,8,17,21287,0.06183839
4,1,8,17,12587,0.036565031
5,1,8,17,4613,0.01340069
6,1,8,17,761,0.002210693
7,1,8,17,926,0.002690015
8,1,8,17,5032,0.014617878
0,0,8,18,171759,0.499077445
1,0,8,18,100442,0.291852752
2,1,8,18,31956,0.09285405
3,1,8,18,20887,0.06069103
4,1,8,18,10312,0.029963417
5,1,8,18,3350,0.009734043
6,1,8,18,421,0.001223293
7,1,8,18,732,0.002126961
8,1,8,18,4294,0.012477009
0,0,8,19,170934,0.500155079
1,0,8,19,97194,0.284390892
2,1,8,19,30446,0.089085387
3,1,8,19,20063,0.058704596
4,1,8,19,12252,0.035849509
5,1,8,19,4069,0.011905946
6,1,8,19,481,0.001407412
7,1,8,19,694,0.002030653
8,1,8,19,5629,0.016470526
0,0,8,20,169803,0.49494714
1,0,8,20,96162,0.28029603
2,1,8,20,31314,0.091275035
3,1,8,20,22020,0.06418459
4,1,8,20,12989,0.037860747
5,1,8,20,4638,0.013518989
6,1,8,20,665,0.001938363
7,1,8,20,800,0.002331865
8,1,8,20,4682,0.013647241
0,0,8,21,182974,0.533355487
1,0,8,21,96128,0.28020591
2,1,8,21,28487,0.083037468
3,1,8,21,18168,0.052958357
4,1,8,21,9319,0.027164186
5,1,8,21,3106,0.009053757
6,1,8,21,439,0.001279652
7,1,8,21,591,0.001722721
8,1,8,21,3850,0.011222461
0,0,8,22,184875,0.534875782
1,0,8,22,95376,0.275939486
2,1,8,22,27939,0.080832424
3,1,8,22,18504,0.053535316
4,1,8,22,9697,0.028055121
5,1,8,22,3360,0.009721069
6,1,8,22,462,0.001336647
7,1,8,22,856,0.002476558
8,1,8,22,4572,0.013227597
0,0,8,23,181394,0.530773597
1,0,8,23,94535,0.276617099
2,1,8,23,27698,0.081046601
3,1,8,23,17890,0.052347595
4,1,8,23,9773,0.028596593
5,1,8,23,3668,0.010732866
6,1,8,23,657,0.001922435
7,1,8,23,1027,0.003005086
8,1,8,23,5112,0.014958128
0,0,8,24,179788,0.523244917
1,0,8,24,92619,0.269553146
2,1,8,24,28168,0.081978568
3,1,8,24,19548,0.056891403
4,1,8,24,11646,0.033893866
5,1,8,24,4507,0.01311692
6,1,8,24,631,0.001836427
7,1,8,24,730,0.002124551
8,1,8,24,5965,0.017360202
0,0,8,25,186695,0.54449396
1,0,8,25,93835,0.273668768
2,1,8,25,25948,0.075677063
3,1,8,25,17187,0.050125701
4,1,8,25,9415,0.027458746
5,1,8,25,3386,0.009875233
6,1,8,25,457,0.001332836
7,1,8,25,620,0.001808223
8,1,8,25,5335,0.01555947
0,0,8,26,190516,0.557850538
1,0,8,26,90777,0.265804438
2,1,8,26,25100,0.073495394
3,1,8,26,16264,0.047622673
4,1,8,26,8906,0.026077688
5,1,8,26,3093,0.009056624
6,1,8,26,546,0.001598744
7,1,8,26,753,0.002204862
8,1,8,26,5563,0.016289039
0,0,8,27,190108,0.554226492
1,0,8,27,90960,0.265177908
2,1,8,27,25664,0.074818885
3,1,8,27,17637,0.051417576
4,1,8,27,9482,0.027643106
5,1,8,27,3097,0.00902876
6,1,8,27,455,0.001326473
7,1,8,27,803,0.002341005
8,1,8,27,4809,0.014019795
0,0,8,28,189845,0.553200107
1,0,8,28,90384,0.263375061
2,1,8,28,25778,0.075115975
3,1,8,28,17219,0.05017542
4,1,8,28,10026,0.02921533
5,1,8,28,3285,0.009572348
6,1,8,28,344,0.001002401
7,1,8,28,788,0.002296198
8,1,8,28,5507,0.016047159
0,0,8,29,188741,0.54603868
1,0,8,29,91416,0.2644718
2,1,8,29,25736,0.074455743
3,1,8,29,17957,0.051950644
4,1,8,29,10453,0.030241136
5,1,8,29,3518,0.010177778
6,1,8,29,421,0.001217977
7,1,8,29,761,0.002201617
8,1,8,29,6652,0.019244623
0,0,8,30,187831,0.553252843
1,0,8,30,91337,0.269031496
2,1,8,30,25368,0.074720989
3,1,8,30,15877,0.046765419
4,1,8,30,8297,0.024438665
5,1,8,30,2908,0.008565462
6,1,8,30,404,0.001189975
7,1,8,30,823,0.002424132
8,1,8,30,6658,0.01961102
0,0,8,31,188957,0.569926948
1,0,8,31,85181,0.256920608
2,1,8,31,22805,0.068783819
3,1,8,31,14780,0.044579033
4,1,8,31,9072,0.027362719
5,1,8,31,3311,0.009986548
6,1,8,31,526,0.001586507
7,1,8,31,626,0.001888124
8,1,8,31,6288,0.018965694
0,0,9,1,192895,0.586883171
1,0,9,1,83843,0.255092386
2,1,9,1,22713,0.069104318
3,1,9,1,13897,0.042281632
4,1,9,1,7031,0.021391822
5,1,9,1,1970,0.005993726
6,1,9,1,243,0.000739328
7,1,9,1,466,0.001417805
8,1,9,1,5619,0.017095811
0,0,9,2,195734,0.599941763
1,0,9,2,82139,0.251763191
2,1,9,2,20947,0.06420438
3,1,9,2,13113,0.040192487
4,1,9,2,6734,0.020640297
5,1,9,2,1811,0.005550873
6,1,9,2,255,0.000781597
7,1,9,2,486,0.001489632
8,1,9,2,5036,0.015435779
0,0,9,3,197015,0.604639101
1,0,9,3,80851,0.248131746
2,1,9,3,20397,0.0625984
3,1,9,3,11942,0.036650002
4,1,9,3,6473,0.019865639
5,1,9,3,2252,0.006911389
6,1,9,3,417,0.001279773
7,1,9,3,623,0.001911987
8,1,9,3,5869,0.018011963
0,0,9,4,201975,0.616307313
1,0,9,4,79841,0.243627143
2,1,9,4,18875,0.05759525
3,1,9,4,11190,0.03414521
4,1,9,4,6130,0.018705106
5,1,9,4,2115,0.006453719
6,1,9,4,236,0.000720131
7,1,9,4,549,0.001675221
8,1,9,4,6807,0.020770907
0,0,9,5,205592,0.623157129
1,0,9,5,81635,0.247438773
2,1,9,5,19003,0.057598812
3,1,9,5,10621,0.032192653
4,1,9,5,4874,0.014773278
5,1,9,5,1239,0.003755456
6,1,9,5,156,0.000472842
7,1,9,5,367,0.001112391
8,1,9,5,6433,0.019498666
0,0,9,6,201878,0.612419609
1,0,9,6,82718,0.250934353
2,1,9,6,19456,0.059021963
3,1,9,6,11181,0.033918821
4,1,9,6,5537,0.016797112
5,1,9,6,1749,0.005305788
6,1,9,6,211,0.000640092
7,1,9,6,537,0.00162905
8,1,9,6,6373,0.019333212
0,0,9,7,195685,0.580884841
1,0,9,7,87924,0.260999662
2,1,9,7,22984,0.06822729
3,1,9,7,14420,0.042805322
4,1,9,7,7631,0.022652386
5,1,9,7,2315,0.006872006
6,1,9,7,305,0.000905383
7,1,9,7,407,0.001208167
8,1,9,7,5203,0.015444944
0,0,9,8,193335,0.575940015
1,0,9,8,89725,0.267288478
2,1,9,8,23259,0.069287966
3,1,9,8,14376,0.042825736
4,1,9,8,7688,0.022902355
5,1,9,8,1742,0.005189373
6,1,9,8,224,0.00066729
7,1,9,8,538,0.001602688
8,1,9,8,4799,0.014296098
0,0,9,9,190998,0.573010044
1,0,9,9,87503,0.26251635
2,1,9,9,22526,0.067579892
3,1,9,9,13763,0.041290156
4,1,9,9,7911,0.023733665
5,1,9,9,3203,0.009609269
6,1,9,9,451,0.001353038
7,1,9,9,783,0.002349066
8,1,9,9,6186,0.01855852
0,0,9,10,191650,0.573222308
1,0,9,10,86611,0.259052217
2,1,9,10,22451,0.067150608
3,1,9,10,14030,0.041963522
4,1,9,10,8296,0.024813213
5,1,9,10,3377,0.010100557
6,1,9,10,595,0.001779636
7,1,9,10,588,0.001758699
8,1,9,10,6740,0.02015924
0,0,9,11,179671,0.540952857
1,0,9,11,81067,0.244076257
2,1,9,11,21297,0.064120938
3,1,9,11,13917,0.041901258
4,1,9,11,8798,0.02648899
5,1,9,11,3365,0.010131331
6,1,9,11,659,0.001984115
7,1,9,11,1416,0.004263288
8,1,9,11,21948,0.066080966
0,0,9,12,178322,0.528428807
1,0,9,12,88064,0.260963619
2,1,9,12,23352,0.069199928
3,1,9,12,13645,0.040434781
4,1,9,12,7693,0.022796979
5,1,9,12,2206,0.006537129
6,1,9,12,282,0.000835662
7,1,9,12,418,0.001238676
8,1,9,12,23475,0.069564419
0,0,9,13,177411,0.532709775
1,0,9,13,83831,0.251718288
2,1,9,13,22639,0.06797784
3,1,9,13,14792,0.044415752
4,1,9,13,9128,0.027408531
5,1,9,13,2301,0.006909184
6,1,9,13,269,0.000807723
7,1,9,13,517,0.001552389
8,1,9,13,22147,0.066500518
0,0,9,14,171600,0.511975941
1,0,9,14,87127,0.259947132
2,1,9,14,25175,0.075110689
3,1,9,14,17034,0.050821668
4,1,9,14,10394,0.031010944
5,1,9,14,4634,0.013825737
6,1,9,14,591,0.001763274
7,1,9,14,942,0.002810497
8,1,9,14,17675,0.052734119
0,0,9,15,174371,0.522054795
1,0,9,15,90616,0.271298079
2,1,9,15,25092,0.075123724
3,1,9,15,16032,0.047998707
4,1,9,15,9724,0.029112988
5,1,9,15,4006,0.011993689
6,1,9,15,517,0.001547862
7,1,9,15,573,0.001715523
8,1,9,15,13078,0.039154634
0,0,9,16,188872,0.569068115
1,0,9,16,86224,0.259791441
2,1,9,16,22235,0.066993676
3,1,9,16,12818,0.038620415
4,1,9,16,6177,0.018611196
5,1,9,16,1722,0.005188357
6,1,9,16,343,0.001033453
7,1,9,16,567,0.001708361
8,1,9,16,12939,0.038984986
0,0,9,17,187168,0.560388267
1,0,9,17,87943,0.26330476
2,1,9,17,23632,0.070755127
3,1,9,17,14224,0.042587209
4,1,9,17,7566,0.022652898
5,1,9,17,2782,0.008329416
6,1,9,17,550,0.001646721
7,1,9,17,574,0.001718578
8,1,9,17,9558,0.028617024
0,0,9,18,187379,0.56133261
1,0,9,18,87306,0.261543209
2,1,9,18,23790,0.071267873
3,1,9,18,14711,0.044069848
4,1,9,18,7696,0.023054962
5,1,9,18,2348,0.00703392
6,1,9,18,287,0.000859768
7,1,9,18,564,0.001689579
8,1,9,18,9730,0.029148231
0,0,9,19,186148,0.55249419
1,0,9,19,88925,0.263932709
2,1,9,19,24472,0.072633807
3,1,9,19,16105,0.047800239
4,1,9,19,9248,0.027448408
5,1,9,19,3036,0.009010961
6,1,9,19,395,0.001172375
7,1,9,19,607,0.001801599
8,1,9,19,7987,0.023705713
0,0,9,20,189398,0.56981341
1,0,9,20,89500,0.269265252
2,1,9,20,24056,0.072373686
3,1,9,20,13829,0.041605242
4,1,9,20,6271,0.018866619
5,1,9,20,1740,0.005234878
6,1,9,20,225,0.000676924
7,1,9,20,552,0.00166072
8,1,9,20,6815,0.02050327
0,0,9,21,187610,0.559478722
1,0,9,21,90030,0.268481794
2,1,9,21,25717,0.076691617
3,1,9,21,15503,0.04623207
4,1,9,21,7129,0.021259655
5,1,9,21,1831,0.005460293
6,1,9,21,185,0.000551695
7,1,9,21,542,0.001616318
8,1,9,21,6783,0.020227835
0,0,9,22,179601,0.538154524
1,0,9,22,89463,0.26806598
2,1,9,22,26010,0.077936087
3,1,9,22,16992,0.050914648
4,1,9,22,9298,0.027860428
5,1,9,22,3132,0.009384691
6,1,9,22,621,0.001860758
7,1,9,22,691,0.002070505
8,1,9,22,7927,0.023752378
0,0,9,23,188070,0.567904217
1,0,9,23,88429,0.267023991
2,1,9,23,23658,0.071438709
3,1,9,23,13554,0.040928238
4,1,9,23,6659,0.020107801
5,1,9,23,2267,0.00684553
6,1,9,23,295,0.000890795
7,1,9,23,563,0.001700059
8,1,9,23,7670,0.02316066
0,0,9,24,191244,0.5750333
1,0,9,24,89394,0.268790272
2,1,9,24,23223,0.069827019
3,1,9,24,13669,0.041100009
4,1,9,24,6611,0.019877984
5,1,9,24,1806,0.005430289
6,1,9,24,366,0.00110049
7,1,9,24,476,0.001431239
8,1,9,24,5790,0.017409397
0,0,9,25,189501,0.569958674
1,0,9,25,87959,0.264552668
2,1,9,25,23822,0.071648992
3,1,9,25,14159,0.042585764
4,1,9,25,7106,0.021372586
5,1,9,25,2198,0.006610884
6,1,9,25,239,0.000718836
7,1,9,25,567,0.001705355
8,1,9,25,6931,0.020846241
0,0,9,26,192995,0.575266477
1,0,9,26,88125,0.262677056
2,1,9,26,22972,0.068473388
3,1,9,26,14409,0.042949375
4,1,9,26,7609,0.022680394
5,1,9,26,2072,0.006176078
6,1,9,26,220,0.000655761
7,1,9,26,398,0.001186332
8,1,9,26,6688,0.019935139
0,0,9,27,190435,0.575821165
1,0,9,27,87092,0.263341386
2,1,9,27,22842,0.069067698
3,1,9,27,14021,0.042395508
4,1,9,27,6865,0.020757803
5,1,9,27,2340,0.007075493
6,1,9,27,451,0.001363695
7,1,9,27,658,0.001989604
8,1,9,27,6015,0.018187646
0,0,9,28,194628,0.583872323
1,0,9,28,88367,0.265095698
2,1,9,28,22464,0.067390652
3,1,9,28,13084,0.039251215
4,1,9,28,6856,0.020567589
5,1,9,28,2335,0.00700486
6,1,9,28,331,0.00099298
7,1,9,28,623,0.001868963
8,1,9,28,4652,0.013955721
0,0,9,29,194676,0.585720733
1,0,9,29,89608,0.269603153
2,1,9,29,22620,0.068056684
3,1,9,29,12747,0.038351837
4,1,9,29,6040,0.018172519
5,1,9,29,1548,0.00465746
6,1,9,29,159,0.000478383
7,1,9,29,361,0.001086139
8,1,9,29,4611,0.013873093
0,0,9,30,200137,0.607119672
1,0,9,30,86588,0.262666464
2,1,9,30,20688,0.06275747
3,1,9,30,11458,0.034758077
4,1,9,30,5337,0.016189898
5,1,9,30,1299,0.003940543
6,1,9,30,157,0.000476263
7,1,9,30,409,0.00124071
8,1,9,30,3577,0.010850902
0,0,10,1,203417,0.586912992
1,0,10,1,96204,0.277574527
2,1,10,1,23504,0.067815389
3,1,10,1,12894,0.037202673
4,1,10,1,5238,0.015113045
5,1,10,1,1286,0.003710457
6,1,10,1,167,0.00048184
7,1,10,1,482,0.0013907
8,1,10,1,3396,0.009798377
0,0,10,2,202197,0.582438443
1,0,10,2,95254,0.27438385
2,1,10,2,23539,0.067805252
3,1,10,2,12207,0.035162866
4,1,10,2,5975,0.017211283
5,1,10,2,2234,0.006435147
6,1,10,2,484,0.001394186
7,1,10,2,690,0.001987579
8,1,10,2,4576,0.013181394
0,0,10,3,202966,0.581983031
1,0,10,3,98424,0.282220164
2,1,10,3,24387,0.069927082
3,1,10,3,12329,0.035352073
4,1,10,3,4871,0.013967065
5,1,10,3,1269,0.00363872
6,1,10,3,209,0.000599285
